DATE,WSWP3
2002-10-04,2.64
2002-10-11,2.64
2002-10-18,2.97
2002-10-25,3.06
2002-11-01,2.70
2002-11-08,2.71
2002-11-15,2.69
2002-11-22,2.84
2002-11-29,2.98
2002-12-06,2.95
2002-12-13,2.76
2002-12-20,2.71
2002-12-27,2.58
2003-01-03,2.53
2003-01-10,2.67
2003-01-17,2.65
2003-01-24,2.53
2003-01-31,2.57
2003-02-07,2.57
2003-02-14,2.48
2003-02-21,2.43
2003-02-28,2.36
2003-03-07,2.21
2003-03-14,2.21
2003-03-21,2.53
2003-03-28,2.50
2003-04-04,2.36
2003-04-11,2.44
2003-04-18,2.50
2003-04-25,2.45
2003-05-02,2.33
2003-05-09,2.20
2003-05-16,2.06
2003-05-23,1.93
2003-05-30,1.92
2003-06-06,1.84
2003-06-13,1.70
2003-06-20,1.79
2003-06-27,1.85
2003-07-04,1.97
2003-07-11,2.04
2003-07-18,2.18
2003-07-25,2.36
2003-08-01,2.61
2003-08-08,2.71
2003-08-15,2.79
2003-08-22,2.86
2003-08-29,2.98
2003-09-05,2.97
2003-09-12,2.66
2003-09-19,2.57
2003-09-26,2.56
2003-10-03,2.43
2003-10-10,2.60
2003-10-17,2.76
2003-10-24,2.80
2003-10-31,2.77
2003-11-07,2.91
2003-11-14,2.90
2003-11-21,2.73
2003-11-28,2.84
2003-12-05,2.99
2003-12-12,2.82
2003-12-19,2.75
2003-12-26,2.77
2004-01-02,2.80
2004-01-09,2.77
2004-01-16,2.54
2004-01-23,2.56
2004-01-30,2.68
2004-02-06,2.71
2004-02-13,2.66
2004-02-20,2.58
2004-02-27,2.57
2004-03-05,2.57
2004-03-12,2.31
2004-03-19,2.32
2004-03-26,2.31
2004-04-02,2.49
2004-04-09,2.76
2004-04-16,2.93
2004-04-23,3.07
2004-04-30,3.23
2004-05-07,3.37
2004-05-14,3.64
2004-05-21,3.56
2004-05-28,3.54
2004-06-04,3.62
2004-06-11,3.71
2004-06-18,3.77
2004-06-25,3.70
2004-07-02,3.65
2004-07-09,3.44
2004-07-16,3.47
2004-07-23,3.52
2004-07-30,3.64
2004-08-06,3.46
2004-08-13,3.30
2004-08-20,3.25
2004-08-27,3.28
2004-09-03,3.24
2004-09-10,3.30
2004-09-17,3.24
2004-09-24,3.20
2004-10-01,3.28
2004-10-08,3.37
2004-10-15,3.22
2004-10-22,3.20
2004-10-29,3.20
2004-11-05,3.31
2004-11-12,3.49
2004-11-19,3.53
2004-11-26,3.59
2004-12-03,3.66
2004-12-10,3.53
2004-12-17,3.56
2004-12-24,3.64
2004-12-31,3.69
2005-01-07,3.74
2005-01-14,3.79
2005-01-21,3.79
2005-01-28,3.78
2005-02-04,3.83
2005-02-11,3.81
2005-02-18,3.91
2005-02-25,4.02
2005-03-04,4.13
2005-03-11,4.23
2005-03-18,4.31
2005-03-25,4.42
2005-04-01,4.47
2005-04-08,4.34
2005-04-15,4.29
2005-04-22,4.13
2005-04-29,4.16
2005-05-06,4.16
2005-05-13,4.19
2005-05-20,4.09
2005-05-27,4.10
2005-06-03,3.95
2005-06-10,4.03
2005-06-17,4.16
2005-06-24,4.08
2005-07-01,4.04
2005-07-08,4.18
2005-07-15,4.27
2005-07-22,4.35
2005-07-29,4.42
2005-08-05,4.50
2005-08-12,4.57
2005-08-19,4.48
2005-08-26,4.44
2005-09-02,4.29
2005-09-09,4.27
2005-09-16,4.31
2005-09-23,4.38
2005-09-30,4.54
2005-10-07,4.64
2005-10-14,4.70
2005-10-21,4.71
2005-10-28,4.78
2005-11-04,4.92
2005-11-11,4.94
2005-11-18,4.89
2005-11-25,4.80
2005-12-02,4.85
2005-12-09,4.90
2005-12-16,4.87
2005-12-23,4.87
2005-12-30,4.82
2006-01-06,4.78
2006-01-13,4.79
2006-01-20,4.74
2006-01-27,4.82
2006-02-03,4.96
2006-02-10,5.02
2006-02-17,5.07
2006-02-24,5.09
2006-03-03,5.11
2006-03-10,5.20
2006-03-17,5.13
2006-03-24,5.12
2006-03-31,5.21
2006-04-07,5.27
2006-04-14,5.34
2006-04-21,5.33
2006-04-28,5.36
2006-05-05,5.41
2006-05-12,5.43
2006-05-19,5.42
2006-05-26,5.39
2006-06-02,5.43
2006-06-09,5.42
2006-06-16,5.50
2006-06-23,5.66
2006-06-30,5.70
2006-07-07,5.67
2006-07-14,5.61
2006-07-21,5.56
2006-07-28,5.48
2006-08-04,5.38
2006-08-11,5.35
2006-08-18,5.31
2006-08-25,5.24
2006-09-01,5.20
2006-09-08,5.18
2006-09-15,5.19
2006-09-22,5.16
2006-09-29,5.02
2006-10-06,5.02
2006-10-13,5.19
2006-10-20,5.20
2006-10-27,5.21
2006-11-03,5.05
2006-11-10,5.09
2006-11-17,5.04
2006-11-24,5.01
2006-12-01,4.90
2006-12-08,4.83
2006-12-15,4.93
2006-12-22,5.00
2006-12-29,5.06
2007-01-05,5.05
2007-01-12,5.10
2007-01-19,5.18
2007-01-26,5.22
2007-02-02,5.27
2007-02-09,5.19
2007-02-16,5.17
2007-02-23,5.12
2007-03-02,5.00
2007-03-09,4.92
2007-03-16,4.92
2007-03-23,4.92
2007-03-30,4.91
2007-04-06,4.99
2007-04-13,5.07
2007-04-20,5.01
2007-04-27,4.96
2007-05-04,5.01
2007-05-11,5.02
2007-05-18,5.10
2007-05-25,5.22
2007-06-01,5.31
2007-06-08,5.43
2007-06-15,5.54
2007-06-22,5.48
2007-06-29,5.42
2007-07-06,5.43
2007-07-13,5.45
2007-07-20,5.41
2007-07-27,5.27
2007-08-03,5.12
2007-08-10,5.09
2007-08-17,5.02
2007-08-24,4.94
2007-08-31,4.88
2007-09-07,4.78
2007-09-14,4.68
2007-09-21,4.74
2007-09-28,4.71
2007-10-05,4.74
2007-10-12,4.86
2007-10-19,4.74
2007-10-26,4.50
2007-11-02,4.51
2007-11-09,4.44
2007-11-16,4.33
2007-11-23,4.17
2007-11-30,4.03
2007-12-07,3.95
2007-12-14,4.15
2007-12-21,4.07
2007-12-28,4.09
2008-01-04,3.77
2008-01-11,3.55
2008-01-18,3.25
2008-01-25,2.94
2008-02-01,3.09
2008-02-08,2.98
2008-02-15,3.01
2008-02-22,3.17
2008-02-29,3.12
2008-03-07,2.90
2008-03-14,2.85
2008-03-21,2.61
2008-03-28,2.87
2008-04-04,2.95
2008-04-11,2.93
2008-04-18,3.16
2008-04-25,3.41
2008-05-02,3.46
2008-05-09,3.42
2008-05-16,3.50
2008-05-23,3.51
2008-05-30,3.77
2008-06-06,3.70
2008-06-13,4.08
2008-06-20,4.18
2008-06-27,4.07
2008-07-04,3.89
2008-07-11,3.76
2008-07-18,3.76
2008-07-25,4.02
2008-08-01,3.85
2008-08-08,3.82
2008-08-15,3.76
2008-08-22,3.70
2008-08-29,3.68
2008-09-05,3.53
2008-09-12,3.45
2008-09-19,3.29
2008-09-26,3.78
2008-10-03,3.58
2008-10-10,3.29
2008-10-17,3.46
2008-10-24,3.10
2008-10-31,3.14
2008-11-07,2.99
2008-11-14,2.75
2008-11-21,2.53
2008-11-28,2.45
2008-12-05,2.22
2008-12-12,2.22
2008-12-19,1.85
2008-12-26,1.82
2009-01-02,1.74
2009-01-09,1.77
2009-01-16,1.61
2009-01-23,1.74
2009-01-30,1.86
2009-02-06,1.99
2009-02-13,1.96
2009-02-20,1.93
2009-02-27,2.01
2009-03-06,2.00
2009-03-13,2.07
2009-03-20,1.90
2009-03-27,1.82
2009-04-03,1.73
2009-04-10,1.87
2009-04-17,1.80
2009-04-24,1.94
2009-05-01,1.92
2009-05-08,1.93
2009-05-15,1.79
2009-05-22,1.75
2009-05-29,1.93
2009-06-05,2.09
2009-06-12,2.47
2009-06-19,2.30
2009-06-26,2.22
2009-07-03,2.10
2009-07-10,1.90
2009-07-17,2.01
2009-07-24,2.05
2009-07-31,2.14
2009-08-07,2.30
2009-08-14,2.22
2009-08-21,2.06
2009-08-28,2.07
2009-09-04,1.91
2009-09-11,1.86
2009-09-18,1.94
2009-09-25,1.93
2009-10-02,1.86
2009-10-09,1.83
2009-10-16,1.90
2009-10-23,1.93
2009-10-30,1.94
2009-11-06,1.87
2009-11-13,1.77
2009-11-20,1.65
2009-11-27,1.62
2009-12-04,1.62
2009-12-11,1.70
2009-12-18,1.76
2009-12-25,1.89
2010-01-01,2.05
2010-01-08,1.95
2010-01-15,1.82
2010-01-22,1.76
2010-01-29,1.74
2010-02-05,1.73
2010-02-12,1.72
2010-02-19,1.78
2010-02-26,1.73
2010-03-05,1.67
2010-03-12,1.73
2010-03-19,1.73
2010-03-26,1.77
2010-04-02,1.84
2010-04-09,1.89
2010-04-16,1.79
2010-04-23,1.77
2010-04-30,1.79
2010-05-07,1.72
2010-05-14,1.65
2010-05-21,1.56
2010-05-28,1.66
2010-06-04,1.66
2010-06-11,1.58
2010-06-18,1.53
2010-06-25,1.43
2010-07-02,1.35
2010-07-09,1.33
2010-07-16,1.29
2010-07-23,1.16
2010-07-30,1.17
2010-08-06,1.05
2010-08-13,1.04
2010-08-20,1.00
2010-08-27,0.98
2010-09-03,1.00
2010-09-10,1.03
2010-09-17,1.01
2010-09-24,0.94
2010-10-01,0.87
2010-10-08,0.81
2010-10-15,0.77
2010-10-22,0.75
2010-10-29,0.78
2010-11-05,0.73
2010-11-12,0.88
2010-11-19,1.02
2010-11-26,0.98
2010-12-03,1.07
2010-12-10,1.15
2010-12-17,1.33
2010-12-24,1.27
2010-12-31,1.38
2011-01-07,1.34
2011-01-14,1.29
2011-01-21,1.30
2011-01-28,1.31
2011-02-04,1.38
2011-02-11,1.59
2011-02-18,1.60
2011-02-25,1.48
2011-03-04,1.46
2011-03-11,1.42
2011-03-18,1.26
2011-03-25,1.38
2011-04-01,1.54
2011-04-08,1.56
2011-04-15,1.50
2011-04-22,1.37
2011-04-29,1.33
2011-05-06,1.24
2011-05-13,1.21
2011-05-20,1.19
2011-05-27,1.14
2011-06-03,1.05
2011-06-10,0.99
2011-06-17,1.02
2011-06-24,1.00
2011-07-01,1.09
2011-07-08,1.09
2011-07-15,0.98
2011-07-22,0.99
2011-07-29,0.93
2011-08-05,0.80
2011-08-12,0.66
2011-08-19,0.60
2011-08-26,0.67
2011-09-02,0.65
2011-09-09,0.65
2011-09-16,0.65
2011-09-23,0.62
2011-09-30,0.70
2011-10-07,0.79
2011-10-14,0.87
2011-10-21,0.83
2011-10-28,0.81
2011-11-04,0.71
2011-11-11,0.74
2011-11-18,0.86
2011-11-25,0.90
2011-12-02,0.86
2011-12-09,0.79
2011-12-16,0.80
2011-12-23,0.86
2011-12-30,0.88
2012-01-06,0.82
2012-01-13,0.73
2012-01-20,0.69
2012-01-27,0.67
2012-02-03,0.59
2012-02-10,0.64
2012-02-17,0.69
2012-02-24,0.73
2012-03-02,0.68
2012-03-09,0.68
2012-03-16,0.78
2012-03-23,0.83
2012-03-30,0.75
2012-04-06,0.77
2012-04-13,0.71
2012-04-20,0.69
2012-04-27,0.69
2012-05-04,0.67
2012-05-11,0.68
2012-05-18,0.74
2012-05-25,0.74
2012-06-01,0.70
2012-06-08,0.67
2012-06-15,0.66
2012-06-22,0.63
2012-06-29,0.63
2012-07-06,0.60
2012-07-13,0.57
2012-07-20,0.53
2012-07-27,0.51
2012-08-03,0.50
2012-08-10,0.55
2012-08-17,0.58
2012-08-24,0.57
2012-08-31,0.51
2012-09-07,0.47
2012-09-14,0.46
2012-09-21,0.46
2012-09-28,0.47
2012-10-05,0.45
2012-10-12,0.46
2012-10-19,0.48
2012-10-26,0.51
2012-11-02,0.48
2012-11-09,0.46
2012-11-16,0.45
2012-11-23,0.47
2012-11-30,0.46
2012-12-07,0.43
2012-12-14,0.44
2012-12-21,0.49
2012-12-28,0.51
2013-01-04,0.50
2013-01-11,0.50
2013-01-18,0.49
2013-01-25,0.51
2013-02-01,0.57
2013-02-08,0.55
2013-02-15,0.56
2013-02-22,0.55
2013-03-01,0.51
2013-03-08,0.52
2013-03-15,0.55
2013-03-22,0.53
2013-03-29,0.54
2013-04-05,0.51
2013-04-12,0.49
2013-04-19,0.47
2013-04-26,0.47
2013-05-03,0.45
2013-05-10,0.48
2013-05-17,0.51
2013-05-24,0.54
2013-05-31,0.66
2013-06-07,0.66
2013-06-14,0.71
2013-06-21,0.72
2013-06-28,0.87
2013-07-05,0.84
2013-07-12,0.84
2013-07-19,0.78
2013-07-26,0.78
2013-08-02,0.79
2013-08-09,0.78
2013-08-16,0.84
2013-08-23,0.93
2013-08-30,0.94
2013-09-06,1.04
2013-09-13,1.01
2013-09-20,0.89
2013-09-27,0.80
2013-10-04,0.77
2013-10-11,0.78
2013-10-18,0.76
2013-10-25,0.71
2013-11-01,0.70
2013-11-08,0.70
2013-11-15,0.69
2013-11-22,0.64
2013-11-29,0.65
2013-12-06,0.69
2013-12-13,0.73
2013-12-20,0.76
2013-12-27,0.87
2014-01-03,0.87
2014-01-10,0.90
2014-01-17,0.89
2014-01-24,0.90
2014-01-31,0.85
2014-02-07,0.79
2014-02-14,0.81
2014-02-21,0.81
2014-02-28,0.82
2014-03-07,0.84
2014-03-14,0.89
2014-03-21,0.92
2014-03-28,1.02
2014-04-04,1.02
2014-04-11,0.95
2014-04-18,0.95
2014-04-25,1.00
2014-05-02,1.00
2014-05-09,0.99
2014-05-16,0.93
2014-05-23,0.89
2014-05-30,0.88
2014-06-06,0.95
2014-06-13,1.02
2014-06-20,1.06
2014-06-27,1.03
2014-07-04,1.04
2014-07-11,1.08
2014-07-18,1.10
2014-07-25,1.13
2014-08-01,1.18
2014-08-08,1.12
2014-08-15,1.08
2014-08-22,1.11
2014-08-29,1.16
2014-09-05,1.18
2014-09-12,1.23
2014-09-19,1.28
2014-09-26,1.27
2014-10-03,1.28
2014-10-10,1.20
2014-10-17,1.00
2014-10-24,1.02
2014-10-31,1.08
2014-11-07,1.16
2014-11-14,1.16
2014-11-21,1.15
2014-11-28,1.12
2014-12-05,1.16
2014-12-12,1.24
2014-12-19,1.22
2014-12-26,1.33
2015-01-02,1.29
2015-01-09,1.20
2015-01-16,1.06
2015-01-23,1.05
2015-01-30,1.05
2015-02-06,1.08
2015-02-13,1.24
2015-02-20,1.26
2015-02-27,1.23
2015-03-06,1.29
2015-03-13,1.31
2015-03-20,1.23
2015-03-27,1.15
2015-04-03,1.11
2015-04-10,1.10
2015-04-17,1.08
2015-04-24,1.09
2015-05-01,1.14
2015-05-08,1.21
2015-05-15,1.18
2015-05-22,1.20
2015-05-29,1.21
2015-06-05,1.26
2015-06-12,1.35
2015-06-19,1.29
2015-06-26,1.28
2015-07-03,1.26
2015-07-10,1.18
2015-07-17,1.26
2015-07-24,1.29
2015-07-31,1.25
2015-08-07,1.26
2015-08-14,1.24
2015-08-21,1.22
2015-08-28,1.10
2015-09-04,1.14
2015-09-11,1.14
2015-09-18,1.15
2015-09-25,1.06
2015-10-02,0.99
2015-10-09,0.99
2015-10-16,0.96
2015-10-23,0.98
2015-10-30,1.03
2015-11-06,1.18
2015-11-13,1.26
2015-11-20,1.22
2015-11-27,1.24
2015-12-04,1.25
2015-12-11,1.28
2015-12-18,1.30
2015-12-25,1.35
2016-01-01,1.40
2016-01-08,1.33
2016-01-15,1.16
2016-01-22,1.07
2016-01-29,1.08
2016-02-05,0.97
2016-02-12,0.86
2016-02-19,0.91
2016-02-26,0.90
2016-03-04,1.01
2016-03-11,1.09
2016-03-18,1.13
2016-03-25,1.10
2016-04-01,1.03
2016-04-08,0.95
2016-04-15,0.97
2016-04-22,1.03
2016-04-29,1.08
2016-05-06,1.00
2016-05-13,0.97
2016-05-20,1.08
2016-05-27,1.16
2016-06-03,1.13
2016-06-10,1.01
2016-06-17,0.93
2016-06-24,0.96
2016-07-01,0.81
2016-07-08,0.82
2016-07-15,0.92
2016-07-22,1.00
2016-07-29,1.02
2016-08-05,0.99
2016-08-12,1.03
2016-08-19,1.04
2016-08-26,1.05
2016-09-02,1.10
2016-09-09,1.06
2016-09-16,1.08
2016-09-23,1.10
2016-09-30,1.05
2016-10-07,1.13
2016-10-14,1.16
2016-10-21,1.12
2016-10-28,1.17
