DATE,WSECOUT
2013-02-27,2844.305
2013-03-06,2846.633
2013-03-13,2869.306
2013-03-20,2922.006
2013-03-27,2940.190
2013-04-03,2942.620
2013-04-10,2954.931
2013-04-17,3012.539
2013-04-24,3040.050
2013-05-01,3034.034
2013-05-08,3044.084
2013-05-15,3069.109
2013-05-22,3109.517
2013-05-29,3128.758
2013-06-05,3126.902
2013-06-12,3139.181
2013-06-19,3190.071
2013-06-26,3213.098
2013-07-03,3215.134
2013-07-10,3225.347
2013-07-17,3245.013
2013-07-24,3282.660
2013-07-31,3290.839
2013-08-07,3300.389
2013-08-14,3329.461
2013-08-21,3368.543
2013-08-28,3379.920
2013-09-04,3386.037
2013-09-11,3394.176
2013-09-18,3448.758
2013-09-25,3470.384
2013-10-02,3472.947
2013-10-09,3485.813
2013-10-16,3534.305
2013-10-23,3553.685
2013-10-30,3566.391
2013-11-06,3573.291
2013-11-13,3590.340
2013-11-20,3634.882
2013-11-27,3660.584
2013-12-04,3662.984
2013-12-11,3682.264
2013-12-18,3732.882
2013-12-25,3759.255
2014-01-01,3756.172
2014-01-08,3756.477
2014-01-15,3778.907
2014-01-22,3815.952
2014-01-29,3828.903
2014-02-05,3833.665
2014-02-12,3842.298
2014-02-19,3879.280
2014-02-26,3898.772
2014-03-05,3905.742
2014-03-12,3914.509
2014-03-19,3950.756
2014-03-26,3963.650
2014-04-02,3968.932
2014-04-09,3974.803
2014-04-16,4011.759
2014-04-23,4018.932
2014-04-30,4023.886
2014-05-07,4028.904
2014-05-14,4044.003
2014-05-21,4059.685
2014-05-28,4066.187
2014-06-04,4067.250
2014-06-11,4074.203
2014-06-18,4100.489
2014-06-25,4109.497
2014-07-02,4108.697
2014-07-09,4113.143
2014-07-16,4123.128
2014-07-23,4136.612
2014-07-30,4137.038
2014-08-06,4138.096
2014-08-13,4146.811
2014-08-20,4155.470
2014-08-27,4159.495
2014-09-03,4156.862
2014-09-10,4159.537
2014-09-17,4186.546
2014-09-24,4195.219
2014-10-01,4186.648
2014-10-08,4189.420
2014-10-15,4196.676
2014-10-22,4211.150
2014-10-29,4223.920
2014-11-05,4219.168
2014-11-12,4219.190
2014-11-19,4237.848
2014-11-26,4237.173
2014-12-03,4230.121
2014-12-10,4230.075
2014-12-17,4243.803
2014-12-24,4249.952
2014-12-31,4238.404
2015-01-07,4236.793
2015-01-14,4238.779
2015-01-21,4243.575
2015-01-28,4243.967
2015-02-04,4236.986
2015-02-11,4236.515
2015-02-18,4249.906
2015-02-25,4247.218
2015-03-04,4237.182
2015-03-11,4237.058
2015-03-18,4245.736
2015-03-25,4237.838
2015-04-01,4228.393
2015-04-08,4228.458
2015-04-15,4230.858
2015-04-22,4229.038
2015-04-29,4225.247
2015-05-06,4214.880
2015-05-13,4218.601
2015-05-20,4233.251
2015-05-27,4229.726
2015-06-03,4219.053
2015-06-10,4219.114
2015-06-17,4239.695
2015-06-24,4246.767
2015-07-01,4228.816
2015-07-08,4229.014
2015-07-15,4233.839
2015-07-22,4244.822
2015-07-29,4239.745
2015-08-05,4231.500
2015-08-12,4231.625
2015-08-19,4246.889
2015-08-26,4242.697
2015-09-02,4233.666
2015-09-09,4233.727
2015-09-16,4238.401
2015-09-23,4247.505
2015-09-30,4239.890
2015-10-07,4238.254
2015-10-14,4240.405
2015-10-21,4246.150
2015-10-28,4246.473
2015-11-04,4240.018
2015-11-11,4239.981
2015-11-18,4251.113
2015-11-25,4249.931
2015-12-02,4239.343
2015-12-09,4239.329
2015-12-16,4250.200
2015-12-23,4254.758
2015-12-30,4247.866
2016-01-06,4241.943
2016-01-13,4243.758
2016-01-20,4248.187
2016-01-27,4243.429
2016-02-03,4236.798
2016-02-10,4236.707
2016-02-17,4251.273
2016-02-24,4250.938
2016-03-02,4244.303
2016-03-09,4244.328
2016-03-16,4247.349
2016-03-23,4250.757
2016-03-30,4245.057
2016-04-06,4243.680
2016-04-13,4245.566
2016-04-20,4248.800
2016-04-27,4241.788
2016-05-04,4233.366
2016-05-11,4233.486
2016-05-18,4245.664
2016-05-25,4238.016
2016-06-01,4229.891
2016-06-08,4230.024
2016-06-15,4236.426
2016-06-22,4242.153
2016-06-29,4239.451
2016-07-06,4231.030
2016-07-13,4231.137
2016-07-20,4240.111
2016-07-27,4235.560
2016-08-03,4226.425
2016-08-10,4226.519
2016-08-17,4242.042
2016-08-24,4249.044
2016-08-31,4230.069
2016-09-07,4230.089
2016-09-14,4232.831
2016-09-21,4235.011
2016-09-28,4232.576
2016-10-05,4220.831
2016-10-12,4220.858
2016-10-19,4239.055
2016-10-26,4231.684
2016-11-02,4217.899
2016-11-09,4217.970
2016-11-16,4224.813
2016-11-23,4236.868
2016-11-30,4225.621
2016-12-07,4222.996
2016-12-14,4228.318
2016-12-21,4230.898
2016-12-28,4233.391
2017-01-04,4221.179
2017-01-11,4221.135
2017-01-18,4221.087
2017-01-25,4227.656
2017-02-01,4224.237
2017-02-08,4224.252
2017-02-15,4232.038
2017-02-22,4244.002
2017-03-01,4245.956
2017-03-08,4240.109
2017-03-15,4245.285
2017-03-22,4252.020
2017-03-29,4251.603
2017-04-05,4246.858
2017-04-12,4248.681
2017-04-19,4256.186
2017-04-26,4252.788
2017-05-03,4245.623
2017-05-10,4245.651
2017-05-17,4254.590
2017-05-24,4256.760
2017-05-31,4244.467
2017-06-07,4244.543
2017-06-14,4247.594
2017-06-21,4249.383
2017-06-28,4249.680
2017-07-05,4243.460
2017-07-12,4243.489
2017-07-19,4255.238
2017-07-26,4250.726
2017-08-02,4242.301
2017-08-09,4242.337
2017-08-16,4246.347
2017-08-23,4251.480
2017-08-30,4241.185
2017-09-06,4239.605
2017-09-13,4241.900
2017-09-20,4248.287
2017-09-27,4247.195
2017-10-04,4240.352
2017-10-11,4240.445
2017-10-18,4252.347
2017-10-25,4247.653
2017-11-01,4241.454
2017-11-08,4237.314
2017-11-15,4241.334
2017-11-22,4239.490
2017-11-29,4235.014
2017-12-06,4225.967
2017-12-13,4227.640
2017-12-20,4234.009
2017-12-27,4231.118
2018-01-03,4221.814
2018-01-10,4217.529
2018-01-17,4226.200
2018-01-24,4222.055
2018-01-31,4210.602
2018-02-07,4201.334
2018-02-14,4204.502
2018-02-21,4203.713
2018-02-28,4200.714
2018-03-07,4188.725
2018-03-14,4191.341
2018-03-21,4193.059
2018-03-28,4188.614
2018-04-04,4178.587
2018-04-11,4171.784
2018-04-18,4176.513
2018-04-25,4171.756
2018-05-02,4155.002
2018-05-09,4144.866
2018-05-16,4143.592
2018-05-23,4136.995
2018-05-30,4127.430
2018-06-06,4116.809
2018-06-13,4117.388
2018-06-20,4114.537
2018-06-27,4107.74
2018-07-04,4094.291
2018-07-11,4084.139
2018-07-18,4088.058
2018-07-25,4081.384
2018-08-01,4065.313
2018-08-08,4048.861
2018-08-15,4048.286
2018-08-22,4034.202
2018-08-29,4029.546
2018-09-05,4014.244
2018-09-12,4012.62
2018-09-19,4014.135
2018-09-26,4004.3
2018-10-03,3989.25
2018-10-10,3978.409
2018-10-17,3979.407
2018-10-24,3976.229
2018-10-31,3962.219
2018-11-07,3941.82
2018-11-14,3942.33
2018-11-21,3920.173
2018-11-28,3913.76
2018-12-05,3898.205
2018-12-12,3896.464
2018-12-19,3894.463
2018-12-26,3886.608
2019-01-02,3872.472
2019-01-09,3861.983
2019-01-16,3860.049
2019-01-23,3854.215
2019-01-30,3845.28
2019-02-06,3829.971
2019-02-13,3829.883
2019-02-20,3805.78
2019-02-27,3795.931
2019-03-06,3785.416
2019-03-13,3785.498
2019-03-20,3781.37
2019-03-27,3774.597
2019-04-03,3761.121
2019-04-10,3748.49
2019-04-17,3746.574
2019-04-24,3741.832
2019-05-01,3722.987
2019-05-08,3701.845
2019-05-15,3699.797
2019-05-22,3684.234
2019-05-29,3678.891
2019-06-05,3668.186
2019-06-12,3667.646
2019-06-19,3665.059
2019-06-26,3652.496
2019-07-03,3638.998
2019-07-10,3630.498
2019-07-17,3627.486
2019-07-24,3621.169
2019-07-31,3606.334
2019-08-07,3594.826
2019-08-14,3595.517
2019-08-21,3593.144
2019-08-28,3589.547
2019-09-04,3587.092
2019-09-11,3590.108
2019-09-18,3593.129
2019-09-25,3587.99
2019-10-02,3582.324
2019-10-09,3589.5
2019-10-16,3593.0
2019-10-23,3600.39
2019-10-30,3612.798
2019-11-06,3630.367
2019-11-13,3647.833
2019-11-20,3652.458
2019-11-27,3667.197
2019-12-04,3676.548
2019-12-11,3699.508
2019-12-18,3715.908
2019-12-25,3744.909
2020-01-01,3739.935
2020-01-08,3746.685
2020-01-15,3769.92
2020-01-22,3778.361
2020-01-29,3793.484
2020-02-05,3805.473
2020-02-12,3828.262
2020-02-19,3837.204
2020-02-26,3846.566
2020-03-04,3865.007
2020-03-11,3890.132
2020-03-18,3929.025
2020-03-25,4187.418
2020-04-01,4604.983
2020-04-08,4972.677
2020-04-15,5195.539
2020-04-22,5451.772
2020-04-29,5562.498
2020-05-06,5605.502
2020-05-13,5672.975
2020-05-20,5872.57
2020-05-27,5958.725
2020-06-03,5960.109
2020-06-10,5981.133
2020-06-17,6078.625
2020-06-24,6115.13
2020-07-01,6118.251
2020-07-08,6134.474
2020-07-15,6167.191
2020-07-22,6222.906
2020-07-29,6233.39
2020-08-05,6234.9
2020-08-12,6250.68
2020-08-19,6310.668
2020-08-26,6333.328
2020-09-02,6322.743
2020-09-09,6343.399
2020-09-16,6380.403
2020-09-23,6438.478
2020-09-30,6429.943
2020-10-07,6441.104
2020-10-14,6471.074
2020-10-21,6533.45
2020-10-28,6547.389
2020-11-04,6533.351
2020-11-11,6546.849
2020-11-18,6615.1
2020-11-25,6647.583
2020-12-02,6613.957
2020-12-09,6627.832
2020-12-16,6681.311
2020-12-23,6757.273
2020-12-30,6757.661
2021-01-06,6733.491
2021-01-13,6751.066
2021-01-20,6842.472
2021-01-27,6856.549
2021-02-03,6840.913
2021-02-10,6858.639
2021-02-17,6980.839
2021-02-24,7028.677
2021-03-03,6991.833
2021-03-10,7015.379
2021-03-17,7117.402
2021-03-24,7163.888
2021-03-31,7121.453
2021-04-07,7135.255
2021-04-14,7165.867
2021-04-21,7232.329
2021-04-28,7235.791
2021-05-05,7218.456
2021-05-12,7242.922
2021-05-19,7335.912
2021-05-26,7357.676
2021-06-02,7349.075
2021-06-09,7371.166
2021-06-16,7425.364
2021-06-23,7509.628
2021-06-30,7502.739
2021-07-07,7512.568
2021-07-14,7546.97
2021-07-21,7639.983
2021-07-28,7665.645
2021-08-04,7657.197
2021-08-11,7676.796
2021-08-18,7775.51
2021-08-25,7812.573
2021-09-01,7800.781
2021-09-08,7811.526
2021-09-15,7847.759
2021-09-22,7938.941
2021-09-29,7940.382
2021-10-06,7936.982
2021-10-13,7952.726
2021-10-20,8038.175
2021-10-27,8061.5
2021-11-03,8057.187
2021-11-10,8083.631
2021-11-17,8157.788
2021-11-24,8197.571
2021-12-01,8161.519
2021-12-08,8173.479
2021-12-15,8224.911
2021-12-22,8291.042
2021-12-29,8289.331
2022-01-05,8272.636
2022-01-12,8290.063
2022-01-19,8376.336
2022-01-26,8392.869
2022-02-02,8383.836
2022-02-09,8393.159
2022-02-16,8417.836
2022-02-23,8457.097
2022-03-02,8442.257
2022-03-09,8444.997
2022-03-16,8468.693
2022-03-23,8498.798
2022-03-30,8480.677
2022-04-06,8478.385
2022-04-13,8482.935
2022-04-20,8492.347
2022-04-27,8495.416
