DATE,WSWP4
2009-07-03,2.57
2009-07-10,2.37
2009-07-17,2.49
2009-07-24,2.55
2009-07-31,2.64
2009-08-07,2.78
2009-08-14,2.71
2009-08-21,2.51
2009-08-28,2.54
2009-09-04,2.37
2009-09-11,2.34
2009-09-18,2.42
2009-09-25,2.41
2009-10-02,2.29
2009-10-09,2.27
2009-10-16,2.35
2009-10-23,2.38
2009-10-30,2.41
2009-11-06,2.34
2009-11-13,2.25
2009-11-20,2.11
2009-11-27,2.08
2009-12-04,2.08
2009-12-11,2.18
2009-12-18,2.27
2009-12-25,2.42
2010-01-01,2.57
2010-01-08,2.48
2010-01-15,2.35
2010-01-22,2.28
2010-01-29,2.26
2010-02-05,2.25
2010-02-12,2.23
2010-02-19,2.30
2010-02-26,2.25
2010-03-05,2.18
2010-03-12,2.24
2010-03-19,2.23
2010-03-26,2.26
2010-04-02,2.35
2010-04-09,2.41
2010-04-16,2.30
2010-04-23,2.28
2010-04-30,2.28
2010-05-07,2.18
2010-05-14,2.11
2010-05-21,1.99
2010-05-28,2.05
2010-06-04,2.08
2010-06-11,1.99
2010-06-18,1.95
2010-06-25,1.84
2010-07-02,1.73
2010-07-09,1.72
2010-07-16,1.68
2010-07-23,1.54
2010-07-30,1.55
2010-08-06,1.40
2010-08-13,1.37
2010-08-20,1.32
2010-08-27,1.30
2010-09-03,1.33
2010-09-10,1.37
2010-09-17,1.35
2010-09-24,1.27
2010-10-01,1.19
2010-10-08,1.11
2010-10-15,1.07
2010-10-22,1.04
2010-10-29,1.11
2010-11-05,1.04
2010-11-12,1.17
2010-11-19,1.38
2010-11-26,1.33
2010-12-03,1.44
2010-12-10,1.58
2010-12-17,1.81
2010-12-24,1.73
2010-12-31,1.85
2011-01-07,1.81
2011-01-14,1.75
2011-01-21,1.77
2011-01-28,1.79
2011-02-04,1.87
2011-02-11,2.11
2011-02-18,2.11
2011-02-25,1.96
2011-03-04,1.96
2011-03-11,1.92
2011-03-18,1.73
2011-03-25,1.85
2011-04-01,2.02
2011-04-08,2.05
2011-04-15,1.98
2011-04-22,1.85
2011-04-29,1.80
2011-05-06,1.70
2011-05-13,1.66
2011-05-20,1.63
2011-05-27,1.58
2011-06-03,1.48
2011-06-10,1.41
2011-06-17,1.45
2011-06-24,1.41
2011-07-01,1.52
2011-07-08,1.54
2011-07-15,1.40
2011-07-22,1.40
2011-07-29,1.33
2011-08-05,1.13
2011-08-12,0.97
2011-08-19,0.87
2011-08-26,0.94
2011-09-02,0.93
2011-09-09,0.89
2011-09-16,0.90
2011-09-23,0.86
2011-09-30,0.96
2011-10-07,1.04
2011-10-14,1.16
2011-10-21,1.11
2011-10-28,1.09
2011-11-04,0.96
2011-11-11,0.97
2011-11-18,1.08
2011-11-25,1.10
2011-12-02,1.10
2011-12-09,1.02
2011-12-16,1.01
2011-12-23,1.06
2011-12-30,1.08
2012-01-06,1.02
2012-01-13,0.93
2012-01-20,0.90
2012-01-27,0.89
2012-02-03,0.78
2012-02-10,0.85
2012-02-17,0.88
2012-02-24,0.94
2012-03-02,0.89
2012-03-09,0.89
2012-03-16,1.01
2012-03-23,1.10
2012-03-30,1.00
2012-04-06,1.00
2012-04-13,0.93
2012-04-20,0.90
2012-04-27,0.90
2012-05-04,0.87
2012-05-11,0.86
2012-05-18,0.90
2012-05-25,0.90
2012-06-01,0.84
2012-06-08,0.83
2012-06-15,0.81
2012-06-22,0.79
2012-06-29,0.78
2012-07-06,0.74
2012-07-13,0.70
2012-07-20,0.66
2012-07-27,0.63
2012-08-03,0.64
2012-08-10,0.71
2012-08-17,0.75
2012-08-24,0.73
2012-08-31,0.65
2012-09-07,0.60
2012-09-14,0.61
2012-09-21,0.61
2012-09-28,0.60
2012-10-05,0.58
2012-10-12,0.61
2012-10-19,0.64
2012-10-26,0.68
2012-11-02,0.64
2012-11-09,0.60
2012-11-16,0.58
2012-11-23,0.61
2012-11-30,0.59
2012-12-07,0.56
2012-12-14,0.58
2012-12-21,0.65
2012-12-28,0.66
2013-01-04,0.66
2013-01-11,0.68
2013-01-18,0.67
2013-01-25,0.69
2013-02-01,0.78
2013-02-08,0.75
2013-02-15,0.77
2013-02-22,0.76
2013-03-01,0.70
2013-03-08,0.72
2013-03-15,0.77
2013-03-22,0.73
2013-03-29,0.73
2013-04-05,0.69
2013-04-12,0.66
2013-04-19,0.64
2013-04-26,0.64
2013-05-03,0.62
2013-05-10,0.68
2013-05-17,0.72
2013-05-24,0.76
2013-05-31,0.92
2013-06-07,0.93
2013-06-14,1.00
2013-06-21,1.04
2013-06-28,1.26
2013-07-05,1.23
2013-07-12,1.25
2013-07-19,1.15
2013-07-26,1.16
2013-08-02,1.18
2013-08-09,1.17
2013-08-16,1.25
2013-08-23,1.37
2013-08-30,1.37
2013-09-06,1.49
2013-09-13,1.46
2013-09-20,1.33
2013-09-27,1.19
2013-10-04,1.16
2013-10-11,1.18
2013-10-18,1.15
2013-10-25,1.08
2013-11-01,1.07
2013-11-08,1.09
2013-11-15,1.09
2013-11-22,1.02
2013-11-29,1.04
2013-12-06,1.10
2013-12-13,1.16
2013-12-20,1.20
2013-12-27,1.33
2014-01-03,1.33
2014-01-10,1.36
2014-01-17,1.32
2014-01-24,1.33
2014-01-31,1.27
2014-02-07,1.20
2014-02-14,1.23
2014-02-21,1.23
2014-02-28,1.23
2014-03-07,1.26
2014-03-14,1.30
2014-03-21,1.34
2014-03-28,1.44
2014-04-04,1.46
2014-04-11,1.38
2014-04-18,1.38
2014-04-25,1.44
2014-05-02,1.43
2014-05-09,1.40
2014-05-16,1.33
2014-05-23,1.29
2014-05-30,1.26
2014-06-06,1.36
2014-06-13,1.43
2014-06-20,1.46
2014-06-27,1.43
2014-07-04,1.43
2014-07-11,1.47
2014-07-18,1.48
2014-07-25,1.51
2014-08-01,1.56
2014-08-08,1.50
2014-08-15,1.45
2014-08-22,1.48
2014-08-29,1.52
2014-09-05,1.55
2014-09-12,1.61
2014-09-19,1.68
2014-09-26,1.66
2014-10-03,1.65
2014-10-10,1.55
2014-10-17,1.32
2014-10-24,1.36
2014-10-31,1.43
2014-11-07,1.51
2014-11-14,1.51
2014-11-21,1.50
2014-11-28,1.46
2014-12-05,1.49
2014-12-12,1.53
2014-12-19,1.52
2014-12-26,1.63
2015-01-02,1.57
2015-01-09,1.45
2015-01-16,1.30
2015-01-23,1.28
2015-01-30,1.28
2015-02-06,1.30
2015-02-13,1.49
2015-02-20,1.53
2015-02-27,1.48
2015-03-06,1.56
2015-03-13,1.57
2015-03-20,1.48
2015-03-27,1.38
2015-04-03,1.35
2015-04-10,1.34
2015-04-17,1.31
2015-04-24,1.32
2015-05-01,1.39
2015-05-08,1.48
2015-05-15,1.46
2015-05-22,1.47
2015-05-29,1.46
2015-06-05,1.54
2015-06-12,1.64
2015-06-19,1.57
2015-06-26,1.58
2015-07-03,1.55
2015-07-10,1.46
2015-07-17,1.55
2015-07-24,1.56
2015-07-31,1.51
2015-08-07,1.51
2015-08-14,1.48
2015-08-21,1.46
2015-08-28,1.35
2015-09-04,1.39
2015-09-11,1.38
2015-09-18,1.39
2015-09-25,1.30
2015-10-02,1.20
2015-10-09,1.21
2015-10-16,1.17
2015-10-23,1.20
2015-10-30,1.25
2015-11-06,1.39
2015-11-13,1.48
2015-11-20,1.43
2015-11-27,1.43
2015-12-04,1.44
2015-12-11,1.47
2015-12-18,1.50
2015-12-25,1.54
2016-01-01,1.58
2016-01-08,1.49
2016-01-15,1.32
2016-01-22,1.23
2016-01-29,1.24
2016-02-05,1.11
2016-02-12,0.99
2016-02-19,1.04
2016-02-26,1.01
2016-03-04,1.12
2016-03-11,1.21
2016-03-18,1.26
2016-03-25,1.22
2016-04-01,1.15
2016-04-08,1.06
2016-04-15,1.07
2016-04-22,1.14
2016-04-29,1.20
2016-05-06,1.11
2016-05-13,1.07
2016-05-20,1.18
2016-05-27,1.26
2016-06-03,1.23
2016-06-10,1.10
2016-06-17,1.01
2016-06-24,1.08
2016-07-01,0.90
2016-07-08,0.89
2016-07-15,0.98
2016-07-22,1.07
2016-07-29,1.08
2016-08-05,1.05
2016-08-12,1.09
2016-08-19,1.10
2016-08-26,1.10
2016-09-02,1.16
2016-09-09,1.12
2016-09-16,1.15
2016-09-23,1.16
2016-09-30,1.10
2016-10-07,1.19
2016-10-14,1.23
2016-10-21,1.19
2016-10-28,1.25
