DATE,TOTCI
2016-06-15,2048.2685
2016-06-22,2046.3211
2016-06-29,2055.7139
2016-07-06,2062.0699
2016-07-13,2061.1259
2016-07-20,2057.4137
2016-07-27,2054.126
2016-08-03,2051.8039
2016-08-10,2050.8667
2016-08-17,2049.3511
2016-08-24,2051.4979
2016-08-31,2053.5877
2016-09-07,2065.2871
2016-09-14,2066.321
2016-09-21,2072.6166
2016-09-28,2074.7237
2016-10-05,2078.7564
2016-10-12,2082.5129
2016-10-19,2088.2369
2016-10-26,2090.0279
2016-11-02,2088.2125
2016-11-09,2087.7461
2016-11-16,2090.0864
2016-11-23,2089.6716
2016-11-30,2090.2713
2016-12-07,2090.6366
2016-12-14,2086.3238
2016-12-21,2084.1042
2016-12-28,2078.5582
2017-01-04,2076.6819
2017-01-11,2083.6546
2017-01-18,2084.1508
2017-01-25,2083.8466
2017-02-01,2082.753
2017-02-08,2082.1413
2017-02-15,2079.5394
2017-02-22,2083.0177
2017-03-01,2085.5825
2017-03-08,2072.9524
2017-03-15,2078.2541
2017-03-22,2055.8572
2017-03-29,2054.2416
2017-04-05,2061.3094
2017-04-12,2066.2042
2017-04-19,2064.1228
2017-04-26,2069.4507
2017-05-03,2074.8101
2017-05-10,2067.6766
2017-05-17,2072.4597
2017-05-24,2072.4388
2017-05-31,2069.2468
2017-06-07,2069.8654
2017-06-14,2069.3625
2017-06-21,2078.2202
2017-06-28,2072.9493
2017-07-05,2073.3164
2017-07-12,2072.6553
2017-07-19,2075.7903
2017-07-26,2078.2481
2017-08-02,2082.9198
2017-08-09,2083.0139
2017-08-16,2082.3673
2017-08-23,2084.886
2017-08-30,2086.6334
2017-09-06,2090.3175
2017-09-13,2095.6952
2017-09-20,2108.7239
2017-09-27,2109.829
2017-10-04,2117.3746
2017-10-11,2118.02
2017-10-18,2108.41
2017-10-25,2110.0865
2017-11-01,2108.1355
2017-11-08,2108.1395
2017-11-15,2106.2675
2017-11-22,2104.1375
2017-11-29,2103.5666
2017-12-06,2100.5159
2017-12-13,2100.7116
2017-12-20,2103.8957
2017-12-27,2107.2104
2018-01-03,2111.8993
2018-01-10,2109.0816
2018-01-17,2110.6893
2018-01-24,2104.6542
2018-01-31,2103.7856
2018-02-07,2100.6874
2018-02-14,2101.6084
2018-02-21,2113.8256
2018-02-28,2117.3879
2018-03-07,2122.9113
2018-03-14,2127.3802
2018-03-21,2108.1275
2018-03-28,2112.5372
2018-04-04,2147.1427
2018-04-11,2162.0837
2018-04-18,2165.499
2018-04-25,2168.5379
2018-05-02,2168.1997
2018-05-09,2164.5777
2018-05-16,2165.6923
2018-05-23,2168.3091
2018-05-30,2176.7001
2018-06-06,2179.9003
2018-06-13,2177.0465
2018-06-20,2197.9752
2018-06-27,2193.9602
2018-07-04,2193.5984
2018-07-11,2208.1659
2018-07-18,2204.2904
2018-07-25,2200.0602
2018-08-01,2202.6598
2018-08-08,2200.0253
2018-08-15,2205.7555
2018-08-22,2210.4972
2018-08-29,2212.5105
2018-09-05,2217.0521
2018-09-12,2218.7861
2018-09-19,2224.2645
2018-09-26,2224.3962
2018-10-03,2239.4179
2018-10-10,2240.8711
2018-10-17,2246.1917
2018-10-24,2250.9672
2018-10-31,2255.8408
2018-11-07,2258.5568
2018-11-14,2272.0914
2018-11-21,2281.6208
2018-11-28,2276.9329
2018-12-05,2288.1091
2018-12-12,2296.7801
2018-12-19,2293.4126
2018-12-26,2315.6437
2019-01-02,2323.5018
2019-01-09,2324.0712
2019-01-16,2322.4835
2019-01-23,2324.1452
2019-01-30,2313.9533
2019-02-06,2316.5386
2019-02-13,2322.8648
2019-02-20,2330.6192
2019-02-27,2328.9284
2019-03-06,2342.1024
2019-03-13,2342.8231
2019-03-20,2339.472
2019-03-27,2320.5671
2019-04-03,2320.8047
2019-04-10,2322.3399
2019-04-17,2330.0528
2019-04-24,2323.5868
2019-05-01,2330.5185
2019-05-08,2321.6856
2019-05-15,2332.258
2019-05-22,2331.85
2019-05-29,2327.8374
2019-06-05,2324.6205
2019-06-12,2330.6367
2019-06-19,2336.2731
2019-06-26,2343.9522
2019-07-03,2348.1408
2019-07-10,2343.2506
2019-07-17,2342.5963
2019-07-24,2350.4175
2019-07-31,2348.7212
2019-08-07,2351.6855
2019-08-14,2365.4096
2019-08-21,2372.0706
2019-08-28,2368.5816
2019-09-04,2367.7088
2019-09-11,2365.2726
2019-09-18,2371.5681
2019-09-25,2377.7252
2019-10-02,2369.7919
2019-10-09,2365.7086
2019-10-16,2371.577
2019-10-23,2365.7216
2019-10-30,2369.8549
2019-11-06,2371.7532
2019-11-13,2368.6178
2019-11-20,2369.063
2019-11-27,2370.6174
2019-12-04,2363.2617
2019-12-11,2365.3777
2019-12-18,2362.1895
2019-12-25,2354.8609
2020-01-01,2344.8077
2020-01-08,2351.4684
2020-01-15,2350.5513
2020-01-22,2351.3401
2020-01-29,2345.3115
2020-02-05,2340.6414
2020-02-12,2337.1555
2020-02-19,2348.0561
2020-02-26,2349.5408
2020-03-04,2358.3257
2020-03-11,2383.5007
2020-03-18,2534.8793
2020-03-25,2693.1654
2020-04-01,2789.452
2020-04-08,2829.5351
2020-04-15,2879.0983
2020-04-22,2974.075
2020-04-29,3007.2255
2020-05-06,3054.8666
2020-05-13,3062.3862
2020-05-20,3033.6406
2020-05-27,3016.4787
2020-06-03,2976.8769
2020-06-10,2963.7327
2020-06-17,2934.8054
2020-06-24,2908.3692
2020-07-01,2881.9265
2020-07-08,2872.8665
2020-07-15,2870.0044
2020-07-22,2868.5049
2020-07-29,2850.992
2020-08-05,2844.2514
2020-08-12,2835.122
2020-08-19,2819.3617
2020-08-26,2813.3801
2020-09-02,2796.6207
2020-09-09,2790.0628
2020-09-16,2770.8165
2020-09-23,2757.9011
2020-09-30,2728.6401
2020-10-07,2717.0824
2020-10-14,2703.3613
2020-10-21,2702.091
2020-10-28,2688.504
2020-11-04,2664.1266
2020-11-11,2657.9268
2020-11-18,2644.5812
2020-11-25,2637.7962
2020-12-02,2629.6712
2020-12-09,2619.1856
2020-12-16,2605.9649
2020-12-23,2594.5072
2020-12-30,2589.3683
2021-01-06,2577.6116
2021-01-13,2566.8241
2021-01-20,2557.633
2021-01-27,2558.5576
2021-02-03,2565.8085
2021-02-10,2570.8062
2021-02-17,2582.5491
2021-02-24,2593.9537
2021-03-03,2602.9346
2021-03-10,2621.7414
2021-03-17,2594.3625
2021-03-24,2571.2266
2021-03-31,2556.3205
2021-04-07,2562.0238
2021-04-14,2565.0841
2021-04-21,2549.8322
2021-04-28,2550.6594
2021-05-05,2545.8559
2021-05-12,2544.9621
2021-05-19,2542.779
2021-05-26,2535.9683
2021-06-02,2524.8506
2021-06-09,2510.7273
2021-06-16,2472.2409
2021-06-23,2459.0793
2021-06-30,2458.3635
2021-07-07,2460.8512
2021-07-14,2457.0091
2021-07-21,2453.9756
2021-07-28,2456.1239
2021-08-04,2451.2054
2021-08-11,2439.7762
2021-08-18,2430.4515
2021-08-25,2426.052
2021-09-01,2428.0687
2021-09-08,2424.5265
2021-09-15,2421.4147
2021-09-22,2413.8074
2021-09-29,2419.6573
2021-10-06,2416.4376
2021-10-13,2414.9362
2021-10-20,2417.413
2021-10-27,2420.6297
2021-11-03,2436.2236
2021-11-10,2434.9413
2021-11-17,2432.3157
2021-11-24,2437.3703
2021-12-01,2453.2809
2021-12-08,2462.5711
2021-12-15,2477.601
2021-12-22,2486.2929
2021-12-29,2486.8346
2022-01-05,2486.3924
2022-01-12,2479.0579
2022-01-19,2476.9604
2022-01-26,2474.5688
2022-02-02,2471.6491
2022-02-09,2468.6713
2022-02-16,2469.9769
2022-02-23,2482.8192
2022-03-02,2513.0969
2022-03-09,2534.8923
2022-03-16,2534.4671
2022-03-23,2504.2941
2022-03-30,2508.9732
2022-04-06,2524.8235
2022-04-13,2555.133
