DATE,WPROPANEMBTX
2021-12-31,1.101
2022-01-07,1.125
2022-01-14,1.134
2022-01-21,1.178
2022-01-28,1.207
2022-02-04,1.305
2022-02-11,1.234
2022-02-18,1.278
2022-02-25,1.302
2022-03-04,1.452
2022-03-11,1.615
2022-03-18,1.296
2022-03-25,1.443
2022-04-01,1.404
2022-04-08,1.302
2022-04-15,1.306
2022-04-22,1.309
