DATE,TOTLL
1979-12-19,852.2452
1979-12-26,853.9837
1980-01-02,855.3339
1980-01-09,856.9729
1980-01-16,857.1018
1980-01-23,858.7128
1980-01-30,858.2544
1980-02-06,863.8027
1980-02-13,866.2159
1980-02-20,870.6795
1980-02-27,870.4428
1980-03-05,873.9314
1980-03-12,875.77
1980-03-19,876.3547
1980-03-26,876.5214
1980-04-02,880.418
1980-04-09,878.7604
1980-04-16,876.6097
1980-04-23,876.2627
1980-04-30,875.2245
1980-05-07,871.6701
1980-05-14,871.618
1980-05-21,870.1576
1980-05-28,869.172
1980-06-04,866.6716
1980-06-11,866.7817
1980-06-18,866.8419
1980-06-25,867.0879
1980-07-02,866.6045
1980-07-09,868.4048
1980-07-16,869.546
1980-07-23,871.4084
1980-07-30,870.8815
1980-08-06,873.7996
1980-08-13,875.0613
1980-08-20,876.9726
1980-08-27,878.3948
1980-09-03,877.7523
1980-09-10,879.9276
1980-09-17,880.2068
1980-09-24,881.6621
1980-10-01,885.4679
1980-10-08,886.7868
1980-10-15,890.4385
1980-10-22,893.1684
1980-10-29,896.0304
1980-11-05,900.3315
1980-11-12,902.3814
1980-11-19,904.0261
1980-11-26,907.6214
1980-12-03,908.676
1980-12-10,914.0906
1980-12-17,914.0923
1980-12-24,914.0663
1980-12-31,914.9793
1981-01-07,915.6737
1981-01-14,918.1795
1981-01-21,919.3118
1981-01-28,921.1815
1981-02-04,921.5432
1981-02-11,921.3798
1981-02-18,922.4461
1981-02-25,923.6717
1981-03-04,924.2572
1981-03-11,924.1439
1981-03-18,924.7589
1981-03-25,926.0371
1981-04-01,928.4188
1981-04-08,928.0948
1981-04-15,932.0125
1981-04-22,933.1346
1981-04-29,936.9303
1981-05-06,941.5499
1981-05-13,942.7888
1981-05-20,944.8489
1981-05-27,947.2312
1981-06-03,948.9635
1981-06-10,948.526
1981-06-17,952.2168
1981-06-24,953.0906
1981-07-01,957.4697
1981-07-08,954.7067
1981-07-15,957.575
1981-07-22,959.2247
1981-07-29,961.0671
1981-08-05,965.6056
1981-08-12,965.5008
1981-08-19,963.5269
1981-08-26,967.2444
1981-09-02,969.4511
1981-09-09,970.6098
1981-09-16,970.5356
1981-09-23,970.1954
1981-09-30,977.7136
1981-10-07,974.732
1981-10-14,976.1044
1981-10-21,978.7099
1981-10-28,976.7286
1981-11-04,978.7947
1981-11-11,981.2706
1981-11-18,982.908
1981-11-25,986.5682
1981-12-02,987.6853
1981-12-09,978.308
1981-12-16,978.8576
1981-12-23,975.6742
1981-12-30,978.4783
1982-01-06,979.9077
1982-01-13,982.8815
1982-01-20,982.7984
1982-01-27,988.3518
1982-02-03,990.7041
1982-02-10,993.9093
1982-02-17,995.1981
1982-02-24,999.0081
1982-03-03,997.7652
1982-03-10,1000.4735
1982-03-17,1001.0884
1982-03-24,1003.1317
1982-03-31,1007.3225
1982-04-07,1011.8991
1982-04-14,1012.003
1982-04-21,1012.095
1982-04-28,1012.9009
1982-05-05,1016.3843
1982-05-12,1018.5725
1982-05-19,1019.0894
1982-05-26,1024.8039
1982-06-02,1024.8976
1982-06-09,1027.6007
1982-06-16,1026.7776
1982-06-23,1026.331
1982-06-30,1029.0985
1982-07-07,1029.1929
1982-07-14,1032.8313
1982-07-21,1032.1448
1982-07-28,1034.5305
1982-08-04,1034.2309
1982-08-11,1034.4095
1982-08-18,1036.5812
1982-08-25,1037.2979
1982-09-01,1040.9744
1982-09-08,1040.0157
1982-09-15,1042.4257
1982-09-22,1043.5921
1982-09-29,1044.7932
1982-10-06,1046.668
1982-10-13,1049.0729
1982-10-20,1050.1448
1982-10-27,1050.0604
1982-11-03,1048.5718
1982-11-10,1047.9031
1982-11-17,1047.2491
1982-11-24,1047.7692
1982-12-01,1046.8604
1982-12-08,1049.5718
1982-12-15,1049.4958
1982-12-22,1049.8666
1982-12-29,1045.7691
1983-01-05,1049.6536
1983-01-12,1052.2519
1983-01-19,1053.97
1983-01-26,1056.7632
1983-02-02,1056.4365
1983-02-09,1055.2664
1983-02-16,1053.703
1983-02-23,1054.5771
1983-03-02,1060.3501
1983-03-09,1058.1329
1983-03-16,1060.5494
1983-03-23,1061.5414
1983-03-30,1063.6204
1983-04-06,1063.4552
1983-04-13,1062.8151
1983-04-20,1065.5535
1983-04-27,1064.6518
1983-05-04,1064.4885
1983-05-11,1066.4944
1983-05-18,1066.3888
1983-05-25,1068.3041
1983-06-01,1074.0172
1983-06-08,1073.6673
1983-06-15,1076.2505
1983-06-22,1075.7863
1983-06-29,1077.5261
1983-07-06,1080.2956
1983-07-13,1082.7207
1983-07-20,1086.3675
1983-07-27,1089.3536
1983-08-03,1091.8481
1983-08-10,1094.8257
1983-08-17,1095.9151
1983-08-24,1098.9726
1983-08-31,1100.7614
1983-09-07,1102.1713
1983-09-14,1101.3231
1983-09-21,1105.8732
1983-09-28,1104.962
1983-10-05,1108.1133
1983-10-12,1114.1834
1983-10-19,1112.7933
1983-10-26,1119.0331
1983-11-02,1120.8137
1983-11-09,1125.6015
1983-11-16,1126.66
1983-11-23,1127.7148
1983-11-30,1130.1148
1983-12-07,1133.4237
1983-12-14,1135.5044
1983-12-21,1136.4697
1983-12-28,1137.065
1984-01-04,1134.8146
1984-01-11,1139.5594
1984-01-18,1139.2319
1984-01-25,1143.2398
1984-02-01,1148.7085
1984-02-08,1153.6224
1984-02-15,1161.6443
1984-02-22,1163.785
1984-02-29,1166.3845
1984-03-07,1168.832
1984-03-14,1170.3455
1984-03-21,1172.927
1984-03-28,1173.2553
1984-04-04,1182.5304
1984-04-11,1183.4899
1984-04-18,1188.9726
1984-04-25,1193.1479
1984-05-02,1196.0048
1984-05-09,1202.2283
1984-05-16,1204.1286
1984-05-23,1209.5484
1984-05-30,1210.7591
1984-06-06,1216.6543
1984-06-13,1215.7115
1984-06-20,1221.1892
1984-06-27,1222.6509
1984-07-04,1227.802
1984-07-11,1231.0218
1984-07-18,1231.2658
1984-07-25,1238.0131
1984-08-01,1238.0446
1984-08-08,1239.3145
1984-08-15,1242.9599
1984-08-22,1243.7518
1984-08-29,1244.2182
1984-09-05,1247.9188
1984-09-12,1253.3796
1984-09-19,1255.8144
1984-09-26,1254.6898
1984-10-03,1256.735
1984-10-10,1263.8816
1984-10-17,1263.0009
1984-10-24,1267.4128
1984-10-31,1274.869
1984-11-07,1278.5383
1984-11-14,1281.4147
1984-11-21,1282.2059
1984-11-28,1279.1076
1984-12-05,1288.9873
1984-12-12,1291.7
1984-12-19,1297.7097
1984-12-26,1296.5213
1985-01-02,1297.5693
1985-01-09,1299.9084
1985-01-16,1300.3484
1985-01-23,1304.8389
1985-01-30,1305.2297
1985-02-06,1309.7412
1985-02-13,1311.7316
1985-02-20,1316.2095
1985-02-27,1319.2439
1985-03-06,1322.7142
1985-03-13,1324.0389
1985-03-20,1327.4354
1985-03-27,1328.1841
1985-04-03,1326.5723
1985-04-10,1326.8449
1985-04-17,1324.4902
1985-04-24,1328.1309
1985-05-01,1331.8167
1985-05-08,1335.092
1985-05-15,1340.6805
1985-05-22,1341.3937
1985-05-29,1340.6273
1985-06-05,1344.9066
1985-06-12,1348.2271
1985-06-19,1353.1474
1985-06-26,1353.5992
1985-07-03,1357.6324
1985-07-10,1359.446
1985-07-17,1363.6745
1985-07-24,1364.0004
1985-07-31,1369.0728
1985-08-07,1368.8756
1985-08-14,1369.5788
1985-08-21,1375.0958
1985-08-28,1375.0644
1985-09-04,1381.0937
1985-09-11,1384.4426
1985-09-18,1385.1946
1985-09-25,1387.3139
1985-10-02,1387.9596
1985-10-09,1389.2022
1985-10-16,1387.7457
1985-10-23,1388.2785
1985-10-30,1393.8181
1985-11-06,1398.9015
1985-11-13,1400.4175
1985-11-20,1409.7314
1985-11-27,1411.1443
1985-12-04,1411.8389
1985-12-11,1413.7393
1985-12-18,1419.4816
1985-12-25,1417.4285
1986-01-01,1426.2336
1986-01-08,1428.6239
1986-01-15,1432.4226
1986-01-22,1429.9522
1986-01-29,1427.4669
1986-02-05,1430.598
1986-02-12,1430.7511
1986-02-19,1436.1693
1986-02-26,1436.2129
1986-03-05,1443.1284
1986-03-12,1447.7559
1986-03-19,1451.6875
1986-03-26,1451.6272
1986-04-02,1456.8117
1986-04-09,1456.4443
1986-04-16,1459.471
1986-04-23,1457.187
1986-04-30,1461.5885
1986-05-07,1460.5888
1986-05-14,1464.0098
1986-05-21,1465.4099
1986-05-28,1468.0939
1986-06-04,1467.848
1986-06-11,1469.9914
1986-06-18,1469.5166
1986-06-25,1476.6933
1986-07-02,1478.7064
1986-07-09,1481.3939
1986-07-16,1484.7307
1986-07-23,1487.0655
1986-07-30,1486.8416
1986-08-06,1490.6376
1986-08-13,1490.3305
1986-08-20,1495.6934
1986-08-27,1501.7325
1986-09-03,1503.2249
1986-09-10,1501.1902
1986-09-17,1505.5937
1986-09-24,1505.8129
1986-10-01,1510.3671
1986-10-08,1504.8671
1986-10-15,1507.6889
1986-10-22,1509.4875
1986-10-29,1509.226
1986-11-05,1515.2109
1986-11-12,1524.5045
1986-11-19,1521.9722
1986-11-26,1533.0716
1986-12-03,1536.1359
1986-12-10,1540.526
1986-12-17,1545.5213
1986-12-24,1564.8161
1986-12-31,1581.067
1987-01-07,1576.4446
1987-01-14,1570.4834
1987-01-21,1573.8966
1987-01-28,1578.2079
1987-02-04,1572.7639
1987-02-11,1572.7945
1987-02-18,1574.3512
1987-02-25,1579.7542
1987-03-04,1580.9114
1987-03-11,1580.8385
1987-03-18,1585.7093
1987-03-25,1585.365
1987-04-01,1595.0874
1987-04-08,1598.9678
1987-04-15,1606.1219
1987-04-22,1607.3136
1987-04-29,1605.4999
1987-05-06,1605.4999
1987-05-13,1604.9253
1987-05-20,1611.4374
1987-05-27,1612.3996
1987-06-03,1611.4465
1987-06-10,1615.4311
1987-06-17,1616.5635
1987-06-24,1617.3606
1987-07-01,1613.9735
1987-07-08,1617.2877
1987-07-15,1620.4871
1987-07-22,1618.6372
1987-07-29,1621.4015
1987-08-05,1621.9008
1987-08-12,1627.7865
1987-08-19,1626.4857
1987-08-26,1631.2462
1987-09-02,1633.3246
1987-09-09,1640.9963
1987-09-16,1647.8545
1987-09-23,1648.4053
1987-09-30,1658.7256
1987-10-07,1653.8111
1987-10-14,1656.2515
1987-10-21,1667.0594
1987-10-28,1667.8967
1987-11-04,1661.5524
1987-11-11,1662.6073
1987-11-18,1662.8024
1987-11-25,1662.487
1987-12-02,1666.8933
1987-12-09,1672.0663
1987-12-16,1673.2431
1987-12-23,1674.6595
1987-12-30,1674.0782
1988-01-06,1681.63
1988-01-13,1683.4778
1988-01-20,1683.2714
1988-01-27,1688.9054
1988-02-03,1692.2259
1988-02-10,1690.286
1988-02-17,1693.4099
1988-02-24,1695.2851
1988-03-02,1701.6242
1988-03-09,1704.0166
1988-03-16,1706.1831
1988-03-23,1707.8349
1988-03-30,1711.4765
1988-04-06,1723.4922
1988-04-13,1717.0938
1988-04-20,1721.1941
1988-04-27,1725.3805
1988-05-04,1731.8302
1988-05-11,1736.8752
1988-05-18,1736.3957
1988-05-25,1742.4404
1988-06-01,1747.319
1988-06-08,1747.6487
1988-06-15,1750.5406
1988-06-22,1756.148
1988-06-29,1759.0134
1988-07-06,1767.9983
1988-07-13,1767.6793
1988-07-20,1770.3125
1988-07-27,1770.3351
1988-08-03,1771.0268
1988-08-10,1778.4206
1988-08-17,1778.5328
1988-08-24,1779.5804
1988-08-31,1782.2243
1988-09-07,1782.3287
1988-09-14,1782.4149
1988-09-21,1788.0764
1988-09-28,1786.836
1988-10-05,1793.2284
1988-10-12,1798.2969
1988-10-19,1796.8108
1988-10-26,1796.5794
1988-11-02,1802.9085
1988-11-09,1805.4973
1988-11-16,1808.4702
1988-11-23,1812.8146
1988-11-30,1814.46
1988-12-07,1818.1097
1988-12-14,1817.0454
1988-12-21,1820.7
1988-12-28,1818.8364
1989-01-04,1816.9991
1989-01-11,1823.5545
1989-01-18,1828.8784
1989-01-25,1831.2706
1989-02-01,1831.8679
1989-02-08,1845.9212
1989-02-15,1849.1862
1989-02-22,1849.1435
1989-03-01,1848.871
1989-03-08,1848.1567
1989-03-15,1853.1215
1989-03-22,1851.0847
1989-03-29,1858.4238
1989-04-05,1863.2218
1989-04-12,1863.7782
1989-04-19,1870.058
1989-04-26,1873.2781
1989-05-03,1876.5231
1989-05-10,1878.9787
1989-05-17,1882.3735
1989-05-24,1886.6308
1989-05-31,1890.5891
1989-06-07,1891.6964
1989-06-14,1891.675
1989-06-21,1896.5461
1989-06-28,1896.6059
1989-07-05,1905.0605
1989-07-12,1907.8804
1989-07-19,1914.0306
1989-07-26,1926.0328
1989-08-02,1926.4991
1989-08-09,1927.7093
1989-08-16,1931.8896
1989-08-23,1933.865
1989-08-30,1933.8368
1989-09-06,1942.5895
1989-09-13,1943.2294
1989-09-20,1946.0345
1989-09-27,1943.3415
1989-10-04,1947.3199
1989-10-11,1953.4838
1989-10-18,1952.7781
1989-10-25,1959.0578
1989-11-01,1965.5625
1989-11-08,1959.6187
1989-11-15,1963.6398
1989-11-22,1965.417
1989-11-29,1963.7638
1989-12-06,1967.1225
1989-12-13,1970.001
1989-12-20,1969.9559
1989-12-27,1966.6226
1990-01-03,1965.3011
1990-01-10,1972.8466
1990-01-17,1974.0156
1990-01-24,1975.7107
1990-01-31,1976.263
1990-02-07,1978.6268
1990-02-14,1980.0855
1990-02-21,1987.3217
1990-02-28,1985.3571
1990-03-07,1988.567
1990-03-14,1986.789
1990-03-21,1994.3108
1990-03-28,1991.8109
1990-04-04,1992.839
1990-04-11,1997.7879
1990-04-18,2002.171
1990-04-25,2000.8866
1990-05-02,2001.7688
1990-05-09,2006.5505
1990-05-16,2007.2866
1990-05-23,2009.1432
1990-05-30,2007.1716
1990-06-06,2012.8405
1990-06-13,2015.4162
1990-06-20,2017.7902
1990-06-27,2018.7474
1990-07-04,2012.5175
1990-07-11,2016.5764
1990-07-18,2021.5646
1990-07-25,2022.4288
1990-08-01,2023.857
1990-08-08,2025.0363
1990-08-15,2030.5129
1990-08-22,2032.0733
1990-08-29,2025.8925
1990-09-05,2032.3106
1990-09-12,2029.9522
1990-09-19,2030.3655
1990-09-26,2031.3941
1990-10-03,2035.1243
1990-10-10,2037.9333
1990-10-17,2037.8541
1990-10-24,2042.3803
1990-10-31,2041.7636
1990-11-07,2040.467
1990-11-14,2042.3989
1990-11-21,2044.9152
1990-11-28,2043.0998
1990-12-05,2053.1391
1990-12-12,2054.3496
1990-12-19,2054.9104
1990-12-26,2054.1671
1991-01-02,2046.4482
1991-01-09,2046.2792
1991-01-16,2046.4857
1991-01-23,2050.6687
1991-01-30,2045.2577
1991-02-06,2048.3976
1991-02-13,2049.6111
1991-02-20,2055.2847
1991-02-27,2055.4999
1991-03-06,2055.3932
1991-03-13,2059.4338
1991-03-20,2057.6048
1991-03-27,2057.3544
1991-04-03,2054.9581
1991-04-10,2055.827
1991-04-17,2054.4899
1991-04-24,2055.6125
1991-05-01,2057.6831
1991-05-08,2052.1386
1991-05-15,2053.555
1991-05-22,2053.8944
1991-05-29,2055.1313
1991-06-05,2055.2375
1991-06-12,2054.9215
1991-06-19,2050.8304
1991-06-26,2055.6651
1991-07-03,2044.6914
1991-07-10,2048.1593
1991-07-17,2041.3701
1991-07-24,2043.4521
1991-07-31,2041.6373
1991-08-07,2037.5462
1991-08-14,2035.2043
1991-08-21,2036.4171
1991-08-28,2035.7861
1991-09-04,2035.769
1991-09-11,2034.2304
1991-09-18,2037.8445
1991-09-25,2036.9892
1991-10-02,2035.5423
1991-10-09,2036.6523
1991-10-16,2041.3192
1991-10-23,2038.0548
1991-10-30,2035.3599
1991-11-06,2036.6659
1991-11-13,2040.5116
1991-11-20,2039.2282
1991-11-27,2040.4428
1991-12-04,2040.3944
1991-12-11,2043.3493
1991-12-18,2043.1964
1991-12-25,2046.2505
1992-01-01,2042.2696
1992-01-08,2041.7124
1992-01-15,2040.2928
1992-01-22,2041.4944
1992-01-29,2043.5642
1992-02-05,2045.0622
1992-02-12,2038.6422
1992-02-19,2038.2097
1992-02-26,2036.044
1992-03-04,2038.5706
1992-03-11,2037.3346
1992-03-18,2034.1152
1992-03-25,2038.126
1992-04-01,2047.0719
1992-04-08,2040.1872
1992-04-15,2044.4975
1992-04-22,2036.46
1992-04-29,2037.052
1992-05-06,2038.4759
1992-05-13,2038.6964
1992-05-20,2036.7004
1992-05-27,2033.9636
1992-06-03,2030.9889
1992-06-10,2032.1135
1992-06-17,2031.1796
1992-06-24,2030.6607
1992-07-01,2031.4178
1992-07-08,2027.8463
1992-07-15,2030.28
1992-07-22,2026.1911
1992-07-29,2022.4089
1992-08-05,2024.5586
1992-08-12,2023.7546
1992-08-19,2022.4407
1992-08-26,2025.4873
1992-09-02,2028.2353
1992-09-09,2028.2483
1992-09-16,2032.8767
1992-09-23,2030.6819
1992-09-30,2035.3263
1992-10-07,2029.5802
1992-10-14,2031.7387
1992-10-21,2029.7797
1992-10-28,2032.8383
1992-11-04,2031.2951
1992-11-11,2032.5608
1992-11-18,2028.623
1992-11-25,2034.1281
1992-12-02,2032.1057
1992-12-09,2036.3829
1992-12-16,2035.3635
1992-12-23,2035.5944
1992-12-30,2035.5767
1993-01-06,2035.5602
1993-01-13,2033.985
1993-01-20,2037.8682
1993-01-27,2034.7242
1993-02-03,2035.5927
1993-02-10,2036.0493
1993-02-17,2036.73
1993-02-24,2033.6479
1993-03-03,2037.2012
1993-03-10,2034.6874
1993-03-17,2037.3549
1993-03-24,2031.9272
1993-03-31,2035.9476
1993-04-07,2034.5589
1993-04-14,2033.0285
1993-04-21,2032.4417
1993-04-28,2038.5361
1993-05-05,2040.3989
1993-05-12,2048.1507
1993-05-19,2047.2336
1993-05-26,2053.344
1993-06-02,2057.0539
1993-06-09,2056.2358
1993-06-16,2056.1002
1993-06-23,2053.9298
1993-06-30,2067.9559
1993-07-07,2065.2324
1993-07-14,2060.8083
1993-07-21,2062.1202
1993-07-28,2065.5794
1993-08-04,2072.1168
1993-08-11,2070.4894
1993-08-18,2068.398
1993-08-25,2071.4812
1993-09-01,2074.4838
1993-09-08,2070.4057
1993-09-15,2077.5899
1993-09-22,2071.6694
1993-09-29,2078.9768
1993-10-06,2078.4393
1993-10-13,2080.6531
1993-10-20,2080.1962
1993-10-27,2082.7512
1993-11-03,2083.7392
1993-11-10,2086.9147
1993-11-17,2087.1297
1993-11-24,2089.3462
1993-12-01,2100.1217
1993-12-08,2095.9973
1993-12-15,2102.4204
1993-12-22,2099.4256
1993-12-29,2103.3505
1994-01-05,2107.0909
1994-01-12,2108.3718
1994-01-19,2105.6646
1994-01-26,2104.788
1994-02-02,2109.6968
1994-02-09,2115.8121
1994-02-16,2113.618
1994-02-23,2108.7482
1994-03-02,2119.7169
1994-03-09,2121.1747
1994-03-16,2128.5258
1994-03-23,2130.3881
1994-03-30,2134.6851
1994-04-06,2138.8462
1994-04-13,2136.2484
1994-04-20,2142.303
1994-04-27,2141.8493
1994-05-04,2142.8199
1994-05-11,2147.7256
1994-05-18,2147.6066
1994-05-25,2151.6802
1994-06-01,2155.5526
1994-06-08,2154.5963
1994-06-15,2160.7604
1994-06-22,2160.9253
