DATE,TOTLL
1994-06-29,2165.3856
1994-07-06,2173.1256
1994-07-13,2179.9446
1994-07-20,2188.6302
1994-07-27,2192.0294
1994-08-03,2192.8199
1994-08-10,2196.5995
1994-08-17,2203.5445
1994-08-24,2206.6107
1994-08-31,2214.5261
1994-09-07,2210.5705
1994-09-14,2214.0094
1994-09-21,2223.2265
1994-09-28,2225.0535
1994-10-05,2233.7667
1994-10-12,2237.4104
1994-10-19,2241.9806
1994-10-26,2244.5377
1994-11-02,2251.1364
1994-11-09,2252.7591
1994-11-16,2261.6146
1994-11-23,2261.4236
1994-11-30,2268.0238
1994-12-07,2272.8886
1994-12-14,2275.5914
1994-12-21,2290.0402
1994-12-28,2290.3447
1995-01-04,2296.8875
1995-01-11,2300.5369
1995-01-18,2307.5453
1995-01-25,2313.723
1995-02-01,2327.244
1995-02-08,2322.9146
1995-02-15,2328.7035
1995-02-22,2333.3654
1995-03-01,2342.6278
1995-03-08,2342.0759
1995-03-15,2349.8854
1995-03-22,2353.9738
1995-03-29,2357.1545
1995-04-05,2358.2125
1995-04-12,2362.6031
1995-04-19,2370.7238
1995-04-26,2377.008
1995-05-03,2381.1764
1995-05-10,2388.5322
1995-05-17,2389.0672
1995-05-24,2397.7935
1995-05-31,2405.0971
1995-06-07,2407.4877
1995-06-14,2407.8083
1995-06-21,2416.5214
1995-06-28,2418.3428
1995-07-05,2431.9397
1995-07-12,2436.1544
1995-07-19,2439.5443
1995-07-26,2445.5136
1995-08-02,2451.0774
1995-08-09,2453.3287
1995-08-16,2453.5886
1995-08-23,2458.5897
1995-08-30,2458.1038
1995-09-06,2465.7362
1995-09-13,2464.7036
1995-09-20,2476.9508
1995-09-27,2478.4342
1995-10-04,2469.5356
1995-10-11,2471.4938
1995-10-18,2471.0743
1995-10-25,2479.6463
1995-11-01,2488.9313
1995-11-08,2488.4433
1995-11-15,2490.3189
1995-11-22,2496.9116
1995-11-29,2492.959
1995-12-06,2498.7094
1995-12-13,2499.416
1995-12-20,2510.2276
1995-12-27,2513.4343
1996-01-03,2522.6376
1996-01-10,2527.3829
1996-01-17,2525.9118
1996-01-24,2525.2661
1996-01-31,2529.4202
1996-02-07,2524.2847
1996-02-14,2531.077
1996-02-21,2539.8117
1996-02-28,2538.6957
1996-03-06,2534.2342
1996-03-13,2540.2983
1996-03-20,2547.8709
1996-03-27,2552.3168
1996-04-03,2555.5729
1996-04-10,2562.8982
1996-04-17,2562.3322
1996-04-24,2566.1205
1996-05-01,2569.8734
1996-05-08,2562.9877
1996-05-15,2566.69
1996-05-22,2573.2892
1996-05-29,2567.4229
1996-06-05,2573.6268
1996-06-12,2580.1042
1996-06-19,2584.8082
1996-06-26,2588.6706
1996-07-03,2589.4236
1996-07-10,2591.5066
1996-07-17,2585.1412
1996-07-24,2589.5857
1996-07-31,2586.6368
1996-08-07,2595.1878
1996-08-14,2595.773
1996-08-21,2606.1101
1996-08-28,2606.5622
1996-09-04,2612.6281
1996-09-11,2617.943
1996-09-18,2616.7075
1996-09-25,2633.3482
1996-10-02,2647.5947
1996-10-09,2651.8944
1996-10-16,2655.1164
1996-10-23,2658.9857
1996-10-30,2653.2023
1996-11-06,2660.497
1996-11-13,2665.5891
1996-11-20,2669.274
1996-11-27,2684.0294
1996-12-04,2682.6036
1996-12-11,2688.8295
1996-12-18,2692.4194
1996-12-25,2699.2996
1997-01-01,2705.2305
1997-01-08,2708.8135
1997-01-15,2709.2201
1997-01-22,2715.287
1997-01-29,2713.0959
1997-02-05,2719.6774
1997-02-12,2720.1431
1997-02-19,2730.1192
1997-02-26,2730.4219
1997-03-05,2736.3273
1997-03-12,2742.2393
1997-03-19,2742.3354
1997-03-26,2754.3184
1997-04-02,2751.405
1997-04-09,2758.4655
1997-04-16,2766.3871
1997-04-23,2773.217
1997-04-30,2791.5084
1997-05-07,2786.4006
1997-05-14,2792.2317
1997-05-21,2803.3518
1997-05-28,2805.9009
1997-06-04,2812.9443
1997-06-11,2814.2974
1997-06-18,2816.1065
1997-06-25,2822.1842
1997-07-02,2831.406
1997-07-09,2826.5797
1997-07-16,2834.9796
1997-07-23,2837.9784
1997-07-30,2841.6844
1997-08-06,2842.1785
1997-08-13,2843.36
1997-08-20,2859.3824
1997-08-27,2852.9986
1997-09-03,2862.997
1997-09-10,2864.004
1997-09-17,2869.3148
1997-09-24,2861.5958
1997-10-01,2866.902
1997-10-08,2869.5886
1997-10-15,2872.5192
1997-10-22,2872.9325
1997-10-29,2875.1465
1997-11-05,2878.6303
1997-11-12,2884.4898
1997-11-19,2885.4931
1997-11-26,2893.1677
1997-12-03,2889.6525
1997-12-10,2890.918
1997-12-17,2897.1664
1997-12-24,2908.6396
1997-12-31,2907.5933
1998-01-07,2912.7127
1998-01-14,2911.1248
1998-01-21,2922.7622
1998-01-28,2923.0863
1998-02-04,2924.0748
1998-02-11,2933.5247
1998-02-18,2939.2514
1998-02-25,2949.1658
1998-03-04,2956.9143
1998-03-11,2961.2873
1998-03-18,2958.7757
1998-03-25,2966.2409
1998-04-01,2976.6091
1998-04-08,2985.1935
1998-04-15,2987.0256
1998-04-22,2980.257
1998-04-29,2984.4124
1998-05-06,2992.8845
1998-05-13,2988.7072
1998-05-20,2987.5083
1998-05-27,2997.8777
1998-06-03,3004.4939
1998-06-10,3009.247
1998-06-17,3015.2481
1998-06-24,3017.625
1998-07-01,3022.1229
1998-07-08,3015.5421
1998-07-15,3022.5423
1998-07-22,3020.82
1998-07-29,3033.1533
1998-08-05,3035.9174
1998-08-12,3044.9378
1998-08-19,3043.0052
1998-08-26,3057.1964
1998-09-02,3067.8244
1998-09-09,3060.5807
1998-09-16,3069.836
1998-09-23,3078.4873
1998-09-30,3073.9993
1998-10-07,3083.934
1998-10-14,3093.1317
1998-10-21,3103.5155
1998-10-28,3117.2289
1998-11-04,3128.2861
1998-11-11,3135.8132
1998-11-18,3134.7221
1998-11-25,3139.0951
1998-12-02,3141.6368
1998-12-09,3149.1554
1998-12-16,3143.6211
1998-12-23,3133.4117
1998-12-30,3143.4066
1999-01-06,3152.3084
1999-01-13,3153.5021
1999-01-20,3151.8726
1999-01-27,3140.717
1999-02-03,3147.0101
1999-02-10,3149.2894
1999-02-17,3145.6236
1999-02-24,3141.2717
1999-03-03,3152.1544
1999-03-10,3154.913
1999-03-17,3161.0556
1999-03-24,3163.1452
1999-03-31,3169.6786
1999-04-07,3172.9906
1999-04-14,3175.1845
1999-04-21,3182.5149
1999-04-28,3172.6557
1999-05-05,3175.8308
1999-05-12,3183.1413
1999-05-19,3180.4532
1999-05-26,3181.8005
1999-06-02,3189.775
1999-06-09,3195.0503
1999-06-16,3204.6777
1999-06-23,3212.3891
1999-06-30,3206.1772
1999-07-07,3207.6468
1999-07-14,3212.6969
1999-07-21,3216.7396
1999-07-28,3214.7861
1999-08-04,3213.1356
1999-08-11,3218.8197
1999-08-18,3229.2269
1999-08-25,3233.8028
1999-09-01,3249.2938
1999-09-08,3240.7804
1999-09-15,3244.3046
1999-09-22,3265.2154
1999-09-29,3270.179
1999-10-06,3266.9841
1999-10-13,3265.8905
1999-10-20,3281.5072
1999-10-27,3290.7565
1999-11-03,3299.5941
1999-11-10,3305.8426
1999-11-17,3320.741
1999-11-24,3329.9834
1999-12-01,3340.4908
1999-12-08,3340.0496
1999-12-15,3351.8093
1999-12-22,3372.3248
1999-12-29,3373.6603
2000-01-05,3370.7565
2000-01-12,3380.7814
2000-01-19,3396.0994
2000-01-26,3399.5339
2000-02-02,3408.0953
2000-02-09,3407.0273
2000-02-16,3418.8688
2000-02-23,3425.6144
2000-03-01,3441.2374
2000-03-08,3443.2264
2000-03-15,3465.3905
2000-03-22,3473.4428
2000-03-29,3459.6286
2000-04-05,3475.641
2000-04-12,3485.4959
2000-04-19,3497.5527
2000-04-26,3510.1205
2000-05-03,3522.2138
2000-05-10,3530.2224
2000-05-17,3538.0595
2000-05-24,3552.1468
2000-05-31,3554.1629
2000-06-07,3561.3879
2000-06-14,3565.6437
2000-06-21,3589.5021
2000-06-28,3581.7314
2000-07-05,3588.1685
2000-07-12,3590.7769
2000-07-19,3598.733
2000-07-26,3607.2927
2000-08-02,3611.4615
2000-08-09,3616.971
2000-08-16,3626.7461
2000-08-23,3634.6933
2000-08-30,3630.3402
2000-09-06,3638.8404
2000-09-13,3620.0319
2000-09-20,3660.133
2000-09-27,3656.3019
2000-10-04,3645.6933
2000-10-11,3642.4226
2000-10-18,3649.9496
2000-10-25,3657.7708
2000-11-01,3664.6877
2000-11-08,3658.1021
2000-11-15,3671.5233
2000-11-22,3677.149
2000-11-29,3675.7932
2000-12-06,3681.3318
2000-12-13,3673.863
2000-12-20,3694.4304
2000-12-27,3704.3003
2001-01-03,3700.0462
2001-01-10,3696.1695
2001-01-17,3706.3228
2001-01-24,3715.1697
2001-01-31,3720.1075
2001-02-07,3711.5506
2001-02-14,3713.8076
2001-02-21,3724.5688
2001-02-28,3739.2212
2001-03-07,3733.4542
2001-03-14,3725.533
2001-03-21,3737.3592
2001-03-28,3738.7934
2001-04-04,3733.8477
2001-04-11,3743.3302
2001-04-18,3748.0886
2001-04-25,3753.6741
2001-05-02,3759.2132
2001-05-09,3756.5353
2001-05-16,3760.8519
2001-05-23,3761.0507
2001-05-30,3764.5424
2001-06-06,3757.4297
2001-06-13,3745.8952
2001-06-20,3747.4982
2001-06-27,3755.5469
2001-07-04,3738.7024
2001-07-11,3737.8732
2001-07-18,3742.0273
2001-07-25,3739.7119
2001-08-01,3738.3187
2001-08-08,3719.8058
2001-08-15,3726.7574
2001-08-22,3725.2959
2001-08-29,3726.7509
2001-09-05,3734.8615
2001-09-12,3865.4869
2001-09-19,3785.1906
2001-09-26,3766.5673
2001-10-03,3758.522
2001-10-10,3740.9572
2001-10-17,3746.9447
2001-10-24,3738.748
2001-10-31,3741.9092
2001-11-07,3745.7246
2001-11-14,3752.0083
2001-11-21,3762.9462
2001-11-28,3759.27
2001-12-05,3769.739
2001-12-12,3777.7679
2001-12-19,3759.4812
2001-12-26,3754.8006
2002-01-02,3750.2856
2002-01-09,3749.2127
2002-01-16,3742.4258
2002-01-23,3740.8192
2002-01-30,3738.0829
2002-02-06,3756.8285
2002-02-13,3753.8182
2002-02-20,3763.1966
2002-02-27,3753.5896
2002-03-06,3742.4174
2002-03-13,3742.5342
2002-03-20,3756.6997
2002-03-27,3762.3985
2002-04-03,3753.277
2002-04-10,3755.0316
2002-04-17,3752.9258
2002-04-24,3758.4673
2002-05-01,3744.45
2002-05-08,3742.3402
2002-05-15,3748.9238
2002-05-22,3751.1854
2002-05-29,3755.5739
2002-06-05,3756.6289
2002-06-12,3765.0997
2002-06-19,3772.6173
2002-06-26,3778.8511
2002-07-03,3769.7244
2002-07-10,3771.3122
2002-07-17,3778.7704
2002-07-24,3789.9794
2002-07-31,3787.792
2002-08-07,3795.5029
2002-08-14,3808.481
2002-08-21,3817.3414
2002-08-28,3832.707
2002-09-04,3843.4831
2002-09-11,3835.6602
2002-09-18,3854.8469
2002-09-25,3860.7473
2002-10-02,3887.0425
2002-10-09,3896.1386
2002-10-16,3910.2444
2002-10-23,3912.0876
2002-10-30,3915.9918
2002-11-06,3924.0712
2002-11-13,3939.5553
2002-11-20,3937.2907
2002-11-27,3955.0836
2002-12-04,3957.2657
2002-12-11,3972.057
2002-12-18,3969.312
2002-12-25,3973.162
2003-01-01,3964.0036
2003-01-08,3974.7822
2003-01-15,3972.8164
2003-01-22,3979.6866
2003-01-29,3982.6126
2003-02-05,3989.1806
2003-02-12,4000.1316
2003-02-19,4004.4389
2003-02-26,4004.0524
2003-03-05,4009.5416
2003-03-12,4021.2164
2003-03-19,4012.2271
2003-03-26,4004.6505
2003-04-02,4027.2882
2003-04-09,4040.9625
2003-04-16,4047.0779
2003-04-23,4045.7913
2003-04-30,4052.0339
2003-05-07,4074.8949
2003-05-14,4079.8255
2003-05-21,4074.2459
2003-05-28,4074.433
2003-06-04,4079.241
2003-06-11,4092.2307
2003-06-18,4090.0957
2003-06-25,4087.6553
2003-07-02,4121.9017
2003-07-09,4125.9643
2003-07-16,4127.0762
2003-07-23,4126.4944
2003-07-30,4139.1303
2003-08-06,4160.7767
2003-08-13,4161.7702
2003-08-20,4165.1521
2003-08-27,4157.2332
2003-09-03,4177.4845
2003-09-10,4176.1266
2003-09-17,4170.0279
2003-09-24,4147.7857
2003-10-01,4143.2322
2003-10-08,4134.5777
2003-10-15,4133.6222
2003-10-22,4108.7322
2003-10-29,4099.2582
2003-11-05,4130.2895
2003-11-12,4134.941
2003-11-19,4121.9363
2003-11-26,4125.1811
2003-12-03,4113.8969
2003-12-10,4121.1375
2003-12-17,4189.4667
2003-12-24,4188.2503
2003-12-31,4194.128
2004-01-07,4192.7208
2004-01-14,4191.938
2004-01-21,4204.1221
2004-01-28,4208.423
2004-02-04,4210.3463
2004-02-11,4221.9307
2004-02-18,4243.5744
2004-02-25,4236.6568
2004-03-03,4240.8145
2004-03-10,4252.0892
2004-03-17,4262.1559
2004-03-24,4273.2611
2004-03-31,4288.2663
2004-04-07,4297.181
2004-04-14,4322.0133
2004-04-21,4327.4088
2004-04-28,4335.1367
2004-05-05,4346.4823
2004-05-12,4364.7179
2004-05-19,4378.6993
2004-05-26,4381.2935
2004-06-02,4387.1428
2004-06-09,4398.2377
2004-06-16,4407.3958
2004-06-23,4409.8693
2004-06-30,4413.6057
2004-07-07,4422.6253
2004-07-14,4435.8896
2004-07-21,4438.364
2004-07-28,4432.5668
2004-08-04,4437.0915
2004-08-11,4451.4152
2004-08-18,4459.8538
2004-08-25,4478.3124
2004-09-01,4489.32
2004-09-08,4485.4837
2004-09-15,4503.0665
2004-09-22,4521.523
2004-09-29,4518.1588
2004-10-06,4517.9314
2004-10-13,4524.081
2004-10-20,4544.3119
2004-10-27,4554.3803
2004-11-03,4560.5532
2004-11-10,4570.8204
2004-11-17,4580.9313
2004-11-24,4585.8961
2004-12-01,4596.974
2004-12-08,4603.2546
2004-12-15,4620.1653
2004-12-22,4627.2844
2004-12-29,4655.3328
2005-01-05,4664.8505
2005-01-12,4676.559
2005-01-19,4683.6723
2005-01-26,4683.9343
2005-02-02,4689.4153
2005-02-09,4691.3513
2005-02-16,4711.8375
2005-02-23,4737.2565
2005-03-02,4747.3634
2005-03-09,4756.9385
2005-03-16,4778.2875
2005-03-23,4790.4583
2005-03-30,4794.2498
2005-04-06,4807.3151
2005-04-13,4813.2687
2005-04-20,4834.924
2005-04-27,4832.3932
2005-05-04,4822.308
2005-05-11,4829.3883
2005-05-18,4844.4259
2005-05-25,4867.8908
2005-06-01,4872.2356
2005-06-08,4880.6209
2005-06-15,4897.7891
2005-06-22,4913.2228
2005-06-29,4912.3186
2005-07-06,4936.5401
2005-07-13,4952.6517
2005-07-20,4983.7875
2005-07-27,4999.5822
2005-08-03,5012.9143
2005-08-10,5024.8291
2005-08-17,5039.842
2005-08-24,5054.1917
2005-08-31,5053.951
2005-09-07,5060.2212
2005-09-14,5067.3556
2005-09-21,5089.1502
2005-09-28,5094.3608
2005-10-05,5098.1567
2005-10-12,5097.34
2005-10-19,5114.1607
2005-10-26,5128.3095
2005-11-02,5134.1007
2005-11-09,5142.3926
2005-11-16,5159.7644
2005-11-23,5179.8707
2005-11-30,5161.3007
2005-12-07,5192.7912
2005-12-14,5208.0824
2005-12-21,5214.37
2005-12-28,5237.2144
2006-01-04,5230.4139
2006-01-11,5234.4619
2006-01-18,5246.1233
2006-01-25,5261.2327
2006-02-01,5270.0648
2006-02-08,5268.253
2006-02-15,5283.1906
2006-02-22,5295.2686
2006-03-01,5313.2273
2006-03-08,5304.5132
2006-03-15,5332.1864
2006-03-22,5344.4919
2006-03-29,5364.9464
2006-04-05,5371.6046
2006-04-12,5368.1622
2006-04-19,5402.2407
2006-04-26,5419.1454
2006-05-03,5425.8819
2006-05-10,5437.1061
2006-05-17,5456.1825
2006-05-24,5478.4094
2006-05-31,5480.1804
2006-06-07,5490.8385
2006-06-14,5498.0115
2006-06-21,5503.1765
2006-06-28,5511.4298
2006-07-05,5516.315
2006-07-12,5516.4354
2006-07-19,5541.4153
2006-07-26,5551.6733
2006-08-02,5565.8305
2006-08-09,5554.7558
2006-08-16,5584.9854
2006-08-23,5599.3392
2006-08-30,5590.9486
2006-09-06,5593.8452
2006-09-13,5571.1962
2006-09-20,5606.9915
2006-09-27,5612.6132
2006-10-04,5708.8199
2006-10-11,5725.1274
2006-10-18,5732.5539
2006-10-25,5749.0234
2006-11-01,5755.508
2006-11-08,5748.9104
2006-11-15,5765.8412
2006-11-22,5791.5868
2006-11-29,5808.5608
2006-12-06,5816.6988
2006-12-13,5808.6671
2006-12-20,5877.4724
2006-12-27,5881.4687
2007-01-03,5859.3159
2007-01-10,5865.4151
2007-01-17,5880.3302
2007-01-24,5896.9714
2007-01-31,5899.0875
2007-02-07,5901.4713
2007-02-14,5925.3202
2007-02-21,5939.564
2007-02-28,5932.2477
2007-03-07,5916.7891
2007-03-14,5837.3605
2007-03-21,5863.1525
2007-03-28,5872.0625
2007-04-04,5896.5632
2007-04-11,5914.0241
2007-04-18,5923.5803
2007-04-25,5941.7888
2007-05-02,5952.0854
2007-05-09,5956.6045
2007-05-16,5968.1813
2007-05-23,5973.4148
2007-05-30,5991.6803
2007-06-06,5996.7006
2007-06-13,6001.3863
2007-06-20,6041.4588
2007-06-27,6044.4666
2007-07-04,6065.0873
2007-07-11,6070.6851
2007-07-18,6072.4893
2007-07-25,6095.7971
2007-08-01,6104.4988
2007-08-08,6123.4694
2007-08-15,6148.5397
2007-08-22,6192.9915
2007-08-29,6212.6541
2007-09-05,6224.9032
2007-09-12,6246.315
2007-09-19,6270.0739
2007-09-26,6293.192
2007-10-03,6269.7777
2007-10-10,6288.9995
2007-10-17,6359.7852
2007-10-24,6385.0865
2007-10-31,6385.0601
2007-11-07,6394.6789
2007-11-14,6399.9098
2007-11-21,6424.6637
2007-11-28,6429.6222
2007-12-05,6440.7739
2007-12-12,6441.3033
2007-12-19,6469.5442
2007-12-26,6489.7234
2008-01-02,6513.6436
2008-01-09,6509.5022
2008-01-16,6504.9931
2008-01-23,6540.1143
2008-01-30,6543.0266
2008-02-06,6534.2324
2008-02-13,6542.9905
2008-02-20,6575.7334
2008-02-27,6586.4089
2008-03-05,6584.8586
2008-03-12,6592.8613
2008-03-19,6629.4361
2008-03-26,6625.6562
2008-04-02,6614.0258
2008-04-09,6618.5722
2008-04-16,6640.8465
2008-04-23,6638.2196
2008-04-30,6645.1395
2008-05-07,6630.9348
2008-05-14,6629.945
2008-05-21,6631.3753
2008-05-28,6613.8129
2008-06-04,6602.5702
2008-06-11,6615.8497
2008-06-18,6610.6821
2008-06-25,6605.8082
2008-07-02,6612.5822
2008-07-09,6613.0832
2008-07-16,6634.2544
2008-07-23,6630.1692
2008-07-30,6624.3944
2008-08-06,6625.4881
2008-08-13,6625.6838
2008-08-20,6638.7807
2008-08-27,6644.3044
2008-09-03,6640.1846
2008-09-10,6634.3646
2008-09-17,6705.5032
2008-09-24,6734.4483
2008-10-01,6951.2825
2008-10-08,6955.0987
2008-10-15,7017.8942
2008-10-22,7006.0157
2008-10-29,7008.4647
2008-11-05,6973.8308
2008-11-12,6969.8334
2008-11-19,6940.5307
2008-11-26,6968.4054
2008-12-03,6953.2197
2008-12-10,6960.8877
2008-12-17,6954.8331
2008-12-24,6934.7276
2008-12-31,6889.5874
2009-01-07,6878.3203
2009-01-14,6895.5565
2009-01-21,6912.4423
2009-01-28,6908.0828
2009-02-04,6913.4965
2009-02-11,6914.1544
2009-02-18,6917.8357
2009-02-25,6903.4789
2009-03-04,6890.2155
2009-03-11,6908.0679
2009-03-18,6844.5651
2009-03-25,6836.5537
2009-04-01,6829.4533
2009-04-08,6822.9559
2009-04-15,6817.4157
2009-04-22,6790.447
2009-04-29,6885.0082
2009-05-06,6875.1277
2009-05-13,6837.3829
2009-05-20,6837.6633
2009-05-27,6850.8776
2009-06-03,6836.9274
2009-06-10,6817.5219
2009-06-17,6771.4223
2009-06-24,6766.711
2009-07-01,6748.7506
2009-07-08,6727.5103
2009-07-15,6714.073
2009-07-22,6695.499
2009-07-29,6691.5653
2009-08-05,6674.0389
2009-08-12,6663.3578
2009-08-19,6625.3059
2009-08-26,6612.8874
2009-09-02,6588.5476
2009-09-09,6588.3872
2009-09-16,6561.3391
2009-09-23,6525.2849
2009-09-30,6511.9374
2009-10-07,6502.2388
2009-10-14,6477.4699
2009-10-21,6458.7716
2009-10-28,6453.1722
2009-11-04,6534.0465
2009-11-11,6538.4934
2009-11-18,6519.2961
2009-11-25,6511.0036
2009-12-02,6502.1572
2009-12-09,6491.6264
2009-12-16,6467.9393
2009-12-23,6428.4971
2009-12-30,6429.9231
2010-01-06,6415.1717
2010-01-13,6399.6059
2010-01-20,6398.6821
2010-01-27,6365.544
2010-02-03,6346.98
2010-02-10,6348.6416
2010-02-17,6317.7186
2010-02-24,6303.2462
2010-03-03,6293.171
2010-03-10,6290.5121
2010-03-17,6287.4448
2010-03-24,6277.5524
2010-03-31,6720.0764
2010-04-07,6713.7166
2010-04-14,6715.2044
2010-04-21,6703.5691
2010-04-28,6696.7023
2010-05-05,6672.6486
2010-05-12,6686.1614
2010-05-19,6668.5588
2010-05-26,6653.0769
2010-06-02,6644.4173
2010-06-09,6644.9835
2010-06-16,6642.3965
2010-06-23,6634.8662
2010-06-30,6628.5257
2010-07-07,6623.9117
2010-07-14,6617.6024
2010-07-21,6612.2089
2010-07-28,6598.7544
2010-08-04,6609.2435
2010-08-11,6614.6641
2010-08-18,6601.4664
2010-08-25,6598.5596
2010-09-01,6600.5973
2010-09-08,6601.4604
2010-09-15,6573.5017
2010-09-22,6554.2949
2010-09-29,6563.9658
2010-10-06,6574.2893
2010-10-13,6556.37
2010-10-20,6561.5062
2010-10-27,6562.4192
2010-11-03,6566.3619
2010-11-10,6552.8916
2010-11-17,6563.6043
2010-11-24,6563.2746
2010-12-01,6566.8121
2010-12-08,6574.2873
2010-12-15,6565.2602
2010-12-22,6547.7619
2010-12-29,6544.3388
2011-01-05,6523.4299
2011-01-12,6548.4229
2011-01-19,6529.0714
2011-01-26,6509.8758
2011-02-02,6514.3974
2011-02-09,6507.2576
2011-02-16,6490.5105
2011-02-23,6491.001
2011-03-02,6489.4624
2011-03-09,6488.4846
2011-03-16,6479.2307
2011-03-23,6479.007
2011-03-30,6479.7026
2011-04-06,6489.1427
2011-04-13,6476.1126
2011-04-20,6493.679
2011-04-27,6488.2023
2011-05-04,6489.0257
2011-05-11,6497.3735
2011-05-18,6477.1499
2011-05-25,6487.4853
2011-06-01,6501.3961
2011-06-08,6489.1103
2011-06-15,6499.1166
2011-06-22,6502.5091
2011-06-29,6497.2517
2011-07-06,6503.1094
2011-07-13,6514.3042
2011-07-20,6513.7281
2011-07-27,6523.7767
2011-08-03,6520.4829
2011-08-10,6535.0694
2011-08-17,6536.1705
2011-08-24,6537.3211
2011-08-31,6540.8554
2011-09-07,6545.8318
2011-09-14,6533.2161
2011-09-21,6536.2106
2011-09-28,6548.1833
2011-10-05,6563.5774
2011-10-12,6569.7522
2011-10-19,6572.9925
2011-10-26,6579.441
2011-11-02,6594.7641
2011-11-09,6608.7203
2011-11-16,6616.7437
2011-11-23,6597.3557
2011-11-30,6604.8526
2011-12-07,6615.2131
2011-12-14,6609.6845
2011-12-21,6603.9068
2011-12-28,6619.1671
2012-01-04,6640.8742
2012-01-11,6647.793
2012-01-18,6637.0698
2012-01-25,6633.3989
2012-02-01,6710.1073
2012-02-08,6703.8401
2012-02-15,6701.3106
2012-02-22,6696.0035
2012-02-29,6718.3433
2012-03-07,6721.3615
2012-03-14,6719.9455
2012-03-21,6709.5436
2012-03-28,6719.8932
2012-04-04,6722.3539
2012-04-11,6741.3711
2012-04-18,6744.6499
2012-04-25,6737.3666
2012-05-02,6755.6783
2012-05-09,6764.53
2012-05-16,6767.6401
2012-05-23,6762.2194
2012-05-30,6770.1793
2012-06-06,6792.1611
2012-06-13,6777.3592
2012-06-20,6780.1469
2012-06-27,6778.6184
2012-07-04,6781.6459
2012-07-11,6790.6128
2012-07-18,6786.1792
2012-07-25,6794.0137
2012-08-01,6806.3469
2012-08-08,6818.4266
2012-08-15,6811.2896
2012-08-22,6805.7813
2012-08-29,6819.7797
2012-09-05,6823.6596
2012-09-12,6838.7322
2012-09-19,6828.5861
2012-09-26,6820.4132
2012-10-03,6833.0029
2012-10-10,6845.2373
2012-10-17,6831.6777
2012-10-24,6826.7686
2012-10-31,6855.1811
2012-11-07,6887.539
2012-11-14,6880.2872
2012-11-21,6869.4014
2012-11-28,6865.1681
2012-12-05,6863.4419
2012-12-12,6864.9978
2012-12-19,6895.7823
2012-12-26,6906.1406
2013-01-02,6936.9564
2013-01-09,6927.6765
2013-01-16,6915.3194
2013-01-23,6915.4867
2013-01-30,6938.6313
2013-02-06,6946.6377
2013-02-13,6941.8912
2013-02-20,6933.4736
2013-02-27,6945.3778
2013-03-06,6948.7348
2013-03-13,6946.2987
2013-03-20,6938.8714
2013-03-27,6949.6391
2013-04-03,6962.1329
2013-04-10,6978.5779
2013-04-17,6968.8649
2013-04-24,6967.5931
2013-05-01,6986.0989
2013-05-08,6973.0945
2013-05-15,6985.0909
2013-05-22,6981.1421
2013-05-29,6983.0494
2013-06-05,6996.4612
2013-06-12,7009.3933
2013-06-19,7006.8314
2013-06-26,6997.8956
2013-07-03,7006.5124
2013-07-10,7007.8507
2013-07-17,7022.1151
2013-07-24,7017.6809
2013-07-31,7022.3963
2013-08-07,7018.5551
2013-08-14,7010.8521
2013-08-21,7018.2611
2013-08-28,7016.0533
2013-09-04,7030.8268
2013-09-11,7035.4384
2013-09-18,7038.0038
2013-09-25,7033.4356
2013-10-02,7057.3971
2013-10-09,7050.1264
2013-10-16,7070.4174
2013-10-23,7064.9015
2013-10-30,7073.9128
2013-11-06,7076.5202
2013-11-13,7083.8326
2013-11-20,7081.0415
2013-11-27,7095.4326
2013-12-04,7090.0464
2013-12-11,7099.4588
2013-12-18,7101.1936
2013-12-25,7116.175
2014-01-01,7117.3577
2014-01-08,7117.6153
2014-01-15,7118.4468
2014-01-22,7138.6697
2014-01-29,7142.3097
2014-02-05,7158.0536
2014-02-12,7178.7766
2014-02-19,7201.3822
2014-02-26,7203.1881
2014-03-05,7226.738
2014-03-12,7232.259
2014-03-19,7246.0747
2014-03-26,7245.4193
2014-04-02,7253.2807
2014-04-09,7259.129
2014-04-16,7276.7077
2014-04-23,7280.7927
2014-04-30,7294.4138
2014-05-07,7296.907
2014-05-14,7306.8858
2014-05-21,7320.1093
2014-05-28,7330.8948
2014-06-04,7336.3989
2014-06-11,7355.4891
2014-06-18,7362.5146
2014-06-25,7368.1059
2014-07-02,7393.6013
2014-07-09,7389.5593
2014-07-16,7398.4914
2014-07-23,7405.4382
2014-07-30,7417.2142
2014-08-06,7431.6222
2014-08-13,7438.1258
2014-08-20,7466.9913
2014-08-27,7460.3428
2014-09-03,7472.1902
2014-09-10,7472.9687
2014-09-17,7485.7169
2014-09-24,7488.1315
2014-10-01,7490.5575
2014-10-08,7485.8052
2014-10-15,7498.7984
2014-10-22,7522.4772
2014-10-29,7515.8837
2014-11-05,7521.9947
2014-11-12,7546.6252
2014-11-19,7553.3653
2014-11-26,7577.4533
2014-12-03,7571.85
2014-12-10,7586.4656
2014-12-17,7597.0882
2014-12-24,7627.5225
2014-12-31,7633.542
2015-01-07,7639.8041
2015-01-14,7658.217
2015-01-21,7675.4085
2015-01-28,7672.2393
2015-02-04,7673.064
2015-02-11,7690.5726
2015-02-18,7714.2743
2015-02-25,7747.1343
2015-03-04,7759.6939
2015-03-11,7773.9852
2015-03-18,7797.6986
2015-03-25,7800.3423
