DATE,SBCACBW027SBOG
1995-05-03,897.7891
1995-05-10,896.0021
1995-05-17,892.4252
1995-05-24,895.4907
1995-05-31,894.8594
1995-06-07,891.9123
1995-06-14,893.3807
1995-06-21,894.6168
1995-06-28,891.0497
1995-07-05,891.0414
1995-07-12,893.9452
1995-07-19,893.3311
1995-07-26,893.3429
1995-08-02,889.1752
1995-08-09,894.9813
1995-08-16,900.6112
1995-08-23,902.6364
1995-08-30,898.3981
1995-09-06,895.3587
1995-09-13,902.6597
1995-09-20,903.4266
1995-09-27,902.9346
1995-10-04,900.8633
1995-10-11,899.6847
1995-10-18,898.7901
1995-10-25,901.7572
1995-11-01,895.8512
1995-11-08,892.9189
1995-11-15,896.6746
1995-11-22,896.4318
1995-11-29,892.3786
1995-12-06,890.9622
1995-12-13,895.3649
1995-12-20,895.6892
1995-12-27,891.3066
1996-01-03,888.7784
1996-01-10,890.7358
1996-01-17,890.5475
1996-01-24,893.1489
1996-01-31,894.0913
1996-02-07,897.9723
1996-02-14,899.4869
1996-02-21,899.4994
1996-02-28,901.8637
1996-03-06,889.7588
1996-03-13,897.0071
1996-03-20,898.7424
1996-03-27,900.7716
1996-04-03,886.3788
1996-04-10,893.8116
1996-04-17,898.624
1996-04-24,900.6456
1996-05-01,898.2083
1996-05-08,902.8576
1996-05-15,902.8263
1996-05-22,900.2686
1996-05-29,897.2957
1996-06-05,894.6109
1996-06-12,900.7006
1996-06-19,898.5412
1996-06-26,902.1381
1996-07-03,900.8208
1996-07-10,905.3409
1996-07-17,899.5939
1996-07-24,901.4408
1996-07-31,892.5241
1996-08-07,899.5073
1996-08-14,900.7569
1996-08-21,893.4464
1996-08-28,890.833
1996-09-04,891.2773
1996-09-11,896.5891
1996-09-18,890.4739
1996-09-25,896.6275
1996-10-02,900.8642
1996-10-09,897.6203
1996-10-16,897.6816
1996-10-23,890.0555
1996-10-30,894.3799
1996-11-06,894.7048
1996-11-13,896.5035
1996-11-20,896.3324
1996-11-27,898.2397
1996-12-04,893.9321
1996-12-11,897.7275
1996-12-18,891.4719
1996-12-25,892.0175
1997-01-01,891.0874
1997-01-08,900.7122
1997-01-15,895.0642
1997-01-22,902.8157
1997-01-29,904.5493
1997-02-05,901.1531
1997-02-12,904.6424
1997-02-19,900.2644
1997-02-26,898.4434
1997-03-05,901.7715
1997-03-12,910.5127
1997-03-19,913.3934
1997-03-26,917.853
1997-04-02,918.9446
1997-04-09,920.6133
1997-04-16,929.0597
1997-04-23,930.9816
1997-04-30,932.5679
1997-05-07,926.4189
1997-05-14,926.2771
1997-05-21,921.0859
1997-05-28,922.9202
1997-06-04,922.3252
1997-06-11,928.3477
1997-06-18,927.8204
1997-06-25,930.3036
1997-07-02,936.1783
1997-07-09,938.5959
1997-07-16,937.3475
1997-07-23,936.9346
1997-07-30,940.7494
1997-08-06,936.1454
1997-08-13,928.4719
1997-08-20,929.7884
1997-08-27,940.8107
1997-09-03,943.5508
1997-09-10,944.3875
1997-09-17,943.7758
1997-09-24,953.9333
1997-10-01,956.3264
1997-10-08,958.2536
1997-10-15,950.4432
1997-10-22,957.9574
1997-10-29,959.5552
1997-11-05,973.2999
1997-11-12,977.8242
1997-11-19,970.4595
1997-11-26,985.2818
1997-12-03,984.5212
1997-12-10,974.604
1997-12-17,980.9927
1997-12-24,989.015
1997-12-31,998.3247
1998-01-07,1002.4268
1998-01-14,1005.3245
1998-01-21,1010.9759
1998-01-28,1006.3554
1998-02-04,1016.1366
1998-02-11,1010.1205
1998-02-18,1014.3806
1998-02-25,1013.6433
1998-03-04,1031.7705
1998-03-11,1029.1366
1998-03-18,1030.5215
1998-03-25,1029.2504
1998-04-01,1038.4259
1998-04-08,1024.0464
1998-04-15,1019.4844
1998-04-22,1013.7395
1998-04-29,1026.884
1998-05-06,1035.6511
1998-05-13,1028.4736
1998-05-20,1031.9387
1998-05-27,1030.7727
1998-06-03,1031.4244
1998-06-10,1023.1188
1998-06-17,1019.1485
1998-06-24,1025.2655
1998-07-01,1034.3997
1998-07-08,1026.7442
1998-07-15,1027.2078
1998-07-22,1029.5572
1998-07-29,1033.3268
1998-08-05,1038.6534
1998-08-12,1040.1034
1998-08-19,1048.3703
1998-08-26,1052.499
1998-09-02,1057.5869
1998-09-09,1050.4784
1998-09-16,1048.2248
1998-09-23,1054.3211
1998-09-30,1058.5607
1998-10-07,1050.4194
1998-10-14,1063.3812
1998-10-21,1080.6974
1998-10-28,1088.8941
1998-11-04,1090.5834
1998-11-11,1088.7119
1998-11-18,1094.3412
1998-11-25,1097.2993
1998-12-02,1091.6607
1998-12-09,1094.9094
1998-12-16,1090.2507
1998-12-23,1099.0766
1998-12-30,1101.3002
1999-01-06,1095.6365
1999-01-13,1102.3613
1999-01-20,1099.2732
1999-01-27,1100.1465
1999-02-03,1092.9654
1999-02-10,1094.598
1999-02-17,1089.066
1999-02-24,1092.719
1999-03-03,1094.1149
1999-03-10,1095.8813
1999-03-17,1097.1726
1999-03-24,1106.5801
1999-03-31,1104.465
1999-04-07,1095.0696
1999-04-14,1106.7087
1999-04-21,1101.8776
1999-04-28,1100.165
1999-05-05,1099.841
1999-05-12,1103.2265
1999-05-19,1101.0227
1999-05-26,1105.5089
1999-06-02,1101.4615
1999-06-09,1101.8263
1999-06-16,1112.6046
1999-06-23,1117.5588
1999-06-30,1122.1719
1999-07-07,1112.8464
1999-07-14,1121.7421
1999-07-21,1122.269
1999-07-28,1111.6385
1999-08-04,1113.7834
1999-08-11,1122.6027
1999-08-18,1125.2951
1999-08-25,1126.5119
1999-09-01,1121.5099
1999-09-08,1118.4985
1999-09-15,1131.2514
1999-09-22,1135.0403
1999-09-29,1127.9548
1999-10-06,1134.378
1999-10-13,1141.9334
1999-10-20,1137.5485
1999-10-27,1136.072
1999-11-03,1124.9684
1999-11-10,1126.5003
1999-11-17,1132.1429
1999-11-24,1133.7941
1999-12-01,1131.7358
1999-12-08,1137.052
1999-12-15,1144.8407
1999-12-22,1149.259
1999-12-29,1149.827
2000-01-05,1142.8563
2000-01-12,1148.9271
2000-01-19,1147.1033
2000-01-26,1153.5673
2000-02-02,1143.4065
2000-02-09,1139.965
2000-02-16,1136.3445
2000-02-23,1141.9651
2000-03-01,1144.2568
2000-03-08,1146.3831
2000-03-15,1152.5646
2000-03-22,1152.6726
2000-03-29,1160.5836
2000-04-05,1158.8042
2000-04-12,1160.3094
2000-04-19,1159.9665
2000-04-26,1161.8986
2000-05-03,1158.4469
2000-05-10,1165.5414
2000-05-17,1159.3768
2000-05-24,1169.1186
2000-05-31,1165.7205
2000-06-07,1164.4019
2000-06-14,1168.6262
2000-06-21,1172.5911
2000-06-28,1171.7511
2000-07-05,1174.6162
2000-07-12,1176.2185
2000-07-19,1181.2839
2000-07-26,1180.4886
2000-08-02,1179.8491
2000-08-09,1175.4687
2000-08-16,1179.1157
2000-08-23,1176.7954
2000-08-30,1174.7748
2000-09-06,1179.2086
2000-09-13,1187.0875
2000-09-20,1184.7937
2000-09-27,1181.9096
2000-10-04,1172.6833
2000-10-11,1176.8318
2000-10-18,1163.5191
2000-10-25,1158.9887
2000-11-01,1160.0503
2000-11-08,1155.0329
2000-11-15,1162.4742
2000-11-22,1164.2904
2000-11-29,1162.8815
2000-12-06,1159.748
2000-12-13,1176.8333
2000-12-20,1174.7542
2000-12-27,1179.4554
2001-01-03,1188.674
2001-01-10,1191.6026
2001-01-17,1187.8975
2001-01-24,1187.9694
2001-01-31,1197.9406
2001-02-07,1185.2358
2001-02-14,1187.7955
2001-02-21,1177.876
2001-02-28,1176.5116
2001-03-07,1177.7253
2001-03-14,1175.6146
2001-03-21,1176.8836
2001-03-28,1182.3792
2001-04-04,1180.4003
2001-04-11,1186.5367
2001-04-18,1178.3161
2001-04-25,1187.5548
2001-05-02,1187.0161
2001-05-09,1187.362
2001-05-16,1191.8868
2001-05-23,1193.9943
2001-05-30,1197.7262
2001-06-06,1205.2968
2001-06-13,1204.6041
2001-06-20,1201.2725
2001-06-27,1197.662
2001-07-04,1197.3342
2001-07-11,1207.2475
2001-07-18,1207.8768
2001-07-25,1212.5792
2001-08-01,1226.1501
2001-08-08,1227.04
2001-08-15,1218.9892
2001-08-22,1222.184
2001-08-29,1225.8337
2001-09-05,1227.5131
2001-09-12,1235.7009
2001-09-19,1246.0118
2001-09-26,1242.2675
2001-10-03,1247.6761
2001-10-10,1254.065
2001-10-17,1253.6737
2001-10-24,1253.1655
2001-10-31,1278.284
2001-11-07,1275.9068
2001-11-14,1271.0572
2001-11-21,1271.9502
2001-11-28,1273.689
2001-12-05,1300.1702
2001-12-12,1292.617
2001-12-19,1299.6835
2001-12-26,1308.2739
2002-01-02,1313.8854
2002-01-09,1305.4926
2002-01-16,1297.0387
2002-01-23,1298.1212
2002-01-30,1295.2229
2002-02-06,1299.9344
2002-02-13,1299.1769
2002-02-20,1294.2691
2002-02-27,1301.8617
2002-03-06,1307.6804
2002-03-13,1307.4335
2002-03-20,1328.5361
2002-03-27,1318.8178
2002-04-03,1320.4606
2002-04-10,1325.6716
2002-04-17,1329.6048
2002-04-24,1319.5426
2002-05-01,1321.7002
2002-05-08,1324.8676
2002-05-15,1336.0893
2002-05-22,1340.7944
2002-05-29,1334.1589
2002-06-05,1348.9125
2002-06-12,1344.4757
2002-06-19,1347.9539
2002-06-26,1344.7147
2002-07-03,1343.9146
2002-07-10,1355.417
2002-07-17,1347.314
2002-07-24,1364.1131
2002-07-31,1370.008
2002-08-07,1372.813
2002-08-14,1379.3274
2002-08-21,1381.6596
2002-08-28,1390.0248
2002-09-04,1404.3968
2002-09-11,1394.1522
2002-09-18,1392.161
2002-09-25,1402.1011
2002-10-02,1419.5533
2002-10-09,1423.0109
2002-10-16,1411.8027
2002-10-23,1436.8281
2002-10-30,1438.536
2002-11-06,1450.1072
2002-11-13,1456.4257
2002-11-20,1451.2067
2002-11-27,1457.4243
2002-12-04,1466.902
2002-12-11,1494.5244
2002-12-18,1480.2139
2002-12-25,1490.4553
2003-01-01,1500.6311
2003-01-08,1503.9172
2003-01-15,1497.1983
2003-01-22,1486.4832
2003-01-29,1471.9887
2003-02-05,1504.5273
2003-02-12,1505.6279
2003-02-19,1507.2219
2003-02-26,1512.5878
2003-03-05,1526.7151
2003-03-12,1528.5639
2003-03-19,1517.2812
2003-03-26,1518.132
2003-04-02,1529.5419
2003-04-09,1520.0648
2003-04-16,1516.6368
2003-04-23,1554.3227
2003-04-30,1572.7736
2003-05-07,1558.2502
2003-05-14,1566.0441
2003-05-21,1568.9009
2003-05-28,1584.9607
2003-06-04,1593.8739
2003-06-11,1592.6056
2003-06-18,1598.6147
2003-06-25,1592.1392
2003-07-02,1629.9871
2003-07-09,1621.1729
2003-07-16,1576.8406
2003-07-23,1603.7714
2003-07-30,1598.2032
2003-08-06,1594.5763
2003-08-13,1568.6314
2003-08-20,1570.3508
2003-08-27,1564.4837
2003-09-03,1572.484
2003-09-10,1575.3574
2003-09-17,1565.7764
2003-09-24,1561.7169
2003-10-01,1574.9713
2003-10-08,1559.7569
2003-10-15,1574.4545
2003-10-22,1594.02
2003-10-29,1590.5242
2003-11-05,1590.532
2003-11-12,1599.7228
2003-11-19,1603.4246
2003-11-26,1604.5929
2003-12-03,1610.9234
2003-12-10,1614.4375
2003-12-17,1632.5526
2003-12-24,1625.9809
2003-12-31,1615.155
2004-01-07,1608.1809
2004-01-14,1609.5124
2004-01-21,1622.3071
2004-01-28,1621.8732
2004-02-04,1624.2447
2004-02-11,1633.7098
2004-02-18,1699.534
2004-02-25,1694.9467
2004-03-03,1693.0063
2004-03-10,1703.8835
2004-03-17,1702.0804
2004-03-24,1722.8619
2004-03-31,1728.1264
2004-04-07,1704.1845
2004-04-14,1707.2663
2004-04-21,1719.3484
2004-04-28,1715.7941
2004-05-05,1717.3909
2004-05-12,1697.6004
2004-05-19,1686.898
2004-05-26,1693.1899
2004-06-02,1680.3383
2004-06-09,1689.9123
2004-06-16,1703.5703
2004-06-23,1704.8531
2004-06-30,1715.4805
2004-07-07,1705.1607
2004-07-14,1713.7898
2004-07-21,1705.7573
2004-07-28,1690.9879
2004-08-04,1688.4322
2004-08-11,1702.5724
2004-08-18,1711.6719
2004-08-25,1706.3459
2004-09-01,1709.582
2004-09-08,1720.7164
2004-09-15,1732.5115
2004-09-22,1725.1107
2004-09-29,1717.2582
2004-10-06,1718.689
2004-10-13,1734.1651
2004-10-20,1722.6774
2004-10-27,1715.1895
2004-11-03,1709.3136
2004-11-10,1708.7529
2004-11-17,1711.7696
2004-11-24,1730.1507
2004-12-01,1738.9627
2004-12-08,1735.924
2004-12-15,1736.9409
2004-12-22,1752.4615
2004-12-29,1742.9749
2005-01-05,1789.8084
2005-01-12,1796.9706
2005-01-19,1821.0013
2005-01-26,1820.1275
2005-02-02,1829.6204
2005-02-09,1834.0695
2005-02-16,1830.4424
2005-02-23,1848.1324
2005-03-02,1843.5692
2005-03-09,1844.0887
2005-03-16,1856.7255
2005-03-23,1857.4694
2005-03-30,1834.0091
2005-04-06,1831.3969
2005-04-13,1829.0398
2005-04-20,1845.2367
2005-04-27,1839.5878
2005-05-04,1851.8489
2005-05-11,1873.0674
2005-05-18,1870.1941
2005-05-25,1877.8678
2005-06-01,1869.6833
2005-06-08,1873.7834
2005-06-15,1807.3641
2005-06-22,1854.021
2005-06-29,1862.0761
2005-07-06,1852.9403
2005-07-13,1871.5918
2005-07-20,1873.1362
2005-07-27,1862.4559
2005-08-03,1865.9122
2005-08-10,1860.3388
2005-08-17,1864.7295
2005-08-24,1864.2293
2005-08-31,1857.4954
2005-09-07,1852.7331
2005-09-14,1852.7302
2005-09-21,1870.9491
2005-09-28,1867.4854
2005-10-05,1862.3331
2005-10-12,1866.6288
2005-10-19,1873.3498
2005-10-26,1853.1922
2005-11-02,1825.024
2005-11-09,1821.8202
2005-11-16,1835.4837
2005-11-23,1838.411
2005-11-30,1837.7513
2005-12-07,1852.4317
2005-12-14,1854.4951
2005-12-21,1859.4035
2005-12-28,1857.2835
2006-01-04,1851.6673
2006-01-11,1853.7933
2006-01-18,1873.1909
2006-01-25,1883.3843
2006-02-01,1880.7214
2006-02-08,1874.119
2006-02-15,1882.1745
2006-02-22,1887.9152
2006-03-01,1889.1844
2006-03-08,1876.9037
2006-03-15,1886.4443
2006-03-22,1888.2923
2006-03-29,1872.4469
2006-04-05,1884.5193
2006-04-12,1926.0074
2006-04-19,1931.2935
2006-04-26,1923.3905
2006-05-03,1933.0327
2006-05-10,1929.4085
2006-05-17,1938.8241
2006-05-24,1942.033
2006-05-31,1940.9183
2006-06-07,1923.717
2006-06-14,1948.202
2006-06-21,1940.0405
2006-06-28,1918.0452
2006-07-05,1921.8888
2006-07-12,1934.3492
2006-07-19,1945.6956
2006-07-26,1945.2701
2006-08-02,1942.8799
2006-08-09,1944.0464
2006-08-16,1943.8066
2006-08-23,1953.8538
2006-08-30,1953.1543
2006-09-06,1952.7038
2006-09-13,1943.407
2006-09-20,1941.0093
2006-09-27,1912.9243
2006-10-04,1963.1567
2006-10-11,1969.6146
2006-10-18,1965.6417
2006-10-25,1956.4224
2006-11-01,1980.5661
2006-11-08,1969.448
2006-11-15,1964.2547
2006-11-22,1976.279
2006-11-29,1970.2919
2006-12-06,1975.9529
2006-12-13,1987.3659
2006-12-20,1996.0745
2006-12-27,1995.1297
2007-01-03,1995.3876
2007-01-10,2002.6306
2007-01-17,2001.1755
2007-01-24,1996.5525
2007-01-31,2009.3873
2007-02-07,2006.7724
2007-02-14,2002.1001
2007-02-21,2001.4829
2007-02-28,2027.8842
2007-03-07,2021.6769
2007-03-14,2016.6467
2007-03-21,2002.1189
2007-03-28,2023.8387
2007-04-04,2031.1082
2007-04-11,2032.2783
2007-04-18,2028.1316
2007-04-25,2023.4849
2007-05-02,2017.8098
2007-05-09,2016.3945
2007-05-16,2014.5926
2007-05-23,2033.4311
2007-05-30,2031.8743
2007-06-06,2016.9226
2007-06-13,2035.2132
2007-06-20,2041.8458
2007-06-27,2039.1466
2007-07-04,2046.1621
2007-07-11,2041.8722
2007-07-18,2051.0632
2007-07-25,2053.9111
2007-08-01,2051.3693
2007-08-08,2051.7876
2007-08-15,2056.9854
2007-08-22,2074.0754
2007-08-29,2081.1316
2007-09-05,2092.9156
2007-09-12,2105.8149
2007-09-19,2081.8962
2007-09-26,2081.9299
2007-10-03,2091.1861
2007-10-10,2103.1261
2007-10-17,2087.079
2007-10-24,2090.073
2007-10-31,2086.423
2007-11-07,2094.971
2007-11-14,2100.8049
2007-11-21,2104.7031
2007-11-28,2108.817
2007-12-05,2100.8439
2007-12-12,2111.2346
2007-12-19,2110.351
2007-12-26,2096.9504
2008-01-02,2085.9027
2008-01-09,2086.6195
2008-01-16,2062.5762
2008-01-23,2065.0209
2008-01-30,2057.0355
2008-02-06,2075.1242
2008-02-13,2084.5615
2008-02-20,2082.0295
2008-02-27,2079.2987
2008-03-05,2073.3533
2008-03-12,2079.1885
2008-03-19,2084.5048
2008-03-26,2085.3958
2008-04-02,2062.786
2008-04-09,2065.6368
2008-04-16,2049.6467
2008-04-23,2077.5829
2008-04-30,2077.2258
2008-05-07,2076.2568
2008-05-14,2076.1814
2008-05-21,2075.5133
2008-05-28,2076.7688
2008-06-04,2086.9478
2008-06-11,2085.1688
2008-06-18,2087.5146
2008-06-25,2086.1683
2008-07-02,2080.5757
2008-07-09,2079.8145
2008-07-16,2071.7971
2008-07-23,2060.5463
2008-07-30,2070.4679
2008-08-06,2053.0354
2008-08-13,2059.9476
2008-08-20,2053.1935
2008-08-27,2054.833
2008-09-03,2036.8755
2008-09-10,2042.4117
2008-09-17,2047.3359
2008-09-24,2096.8684
2008-10-01,2179.6269
2008-10-08,2168.8864
2008-10-15,2161.0598
2008-10-22,2239.5961
2008-10-29,2230.2653
2008-11-05,2192.651
2008-11-12,2182.0055
2008-11-19,2112.9915
2008-11-26,2106.8074
2008-12-03,2109.8854
2008-12-10,2085.6904
2008-12-17,2078.8704
2008-12-24,2097.8251
2008-12-31,2106.7917
2009-01-07,2104.9239
2009-01-14,2135.422
2009-01-21,2147.1049
2009-01-28,2150.6223
2009-02-04,2161.3011
2009-02-11,2144.9184
2009-02-18,2160.0986
2009-02-25,2150.4647
2009-03-04,2167.8445
2009-03-11,2172.4482
2009-03-18,2177.5307
2009-03-25,2174.9461
2009-04-01,2175.2054
2009-04-08,2164.8638
2009-04-15,2162.2592
2009-04-22,2163.7097
2009-04-29,2171.752
2009-05-06,2191.8374
2009-05-13,2189.8818
2009-05-20,2197.2668
2009-05-27,2193.0616
2009-06-03,2217.4725
2009-06-10,2215.0135
2009-06-17,2264.5695
2009-06-24,2256.1184
2009-07-01,2258.2404
2009-07-08,2267.4394
2009-07-15,2261.2861
2009-07-22,2254.5487
2009-07-29,2257.7009
2009-08-05,2276.9641
2009-08-12,2293.5454
2009-08-19,2288.4176
2009-08-26,2286.7521
2009-09-02,2293.1671
2009-09-09,2289.4496
2009-09-16,2298.7732
2009-09-23,2310.8615
2009-09-30,2269.5246
2009-10-07,2260.7005
2009-10-14,2278.5466
2009-10-21,2302.8717
2009-10-28,2283.8994
2009-11-04,2299.2424
2009-11-11,2299.5451
2009-11-18,2304.9951
2009-11-25,2286.9398
2009-12-02,2300.9981
2009-12-09,2319.6891
2009-12-16,2330.1151
2009-12-23,2323.448
2009-12-30,2336.7871
2010-01-06,2326.5645
2010-01-13,2317.0647
2010-01-20,2320.177
2010-01-27,2326.9259
2010-02-03,2332.1183
2010-02-10,2334.4946
2010-02-17,2332.8177
2010-02-24,2321.3988
2010-03-03,2315.2861
2010-03-10,2318.3093
2010-03-17,2321.545
2010-03-24,2326.0418
2010-03-31,2305.2369
2010-04-07,2300.9581
2010-04-14,2319.7627
2010-04-21,2325.1501
2010-04-28,2316.2345
2010-05-05,2311.5373
2010-05-12,2313.8975
2010-05-19,2311.9222
2010-05-26,2293.1312
2010-06-02,2283.6812
2010-06-09,2295.485
2010-06-16,2285.5488
2010-06-23,2294.313
2010-06-30,2305.9497
2010-07-07,2309.9511
2010-07-14,2342.8477
2010-07-21,2374.857
2010-07-28,2369.5804
2010-08-04,2376.5847
2010-08-11,2390.4845
2010-08-18,2383.2882
2010-08-25,2385.2693
2010-09-01,2402.5999
2010-09-08,2403.5672
2010-09-15,2413.6485
2010-09-22,2427.0513
2010-09-29,2410.7947
2010-10-06,2430.3968
2010-10-13,2439.6393
2010-10-20,2437.4368
2010-10-27,2438.768
2010-11-03,2453.557
2010-11-10,2453.8485
2010-11-17,2455.2724
2010-11-24,2453.6716
2010-12-01,2454.8003
2010-12-08,2447.7565
2010-12-15,2416.564
2010-12-22,2424.0309
2010-12-29,2416.5978
2011-01-05,2418.8037
2011-01-12,2429.1443
2011-01-19,2429.6699
2011-01-26,2429.3482
2011-02-02,2408.4897
2011-02-09,2416.851
2011-02-16,2420.293
2011-02-23,2419.6823
2011-03-02,2416.2912
2011-03-09,2426.8492
2011-03-16,2431.4658
2011-03-23,2432.0073
2011-03-30,2434.594
2011-04-06,2434.4183
2011-04-13,2448.6032
2011-04-20,2446.6188
2011-04-27,2443.8741
2011-05-04,2442.82
2011-05-11,2441.916
2011-05-18,2430.4491
2011-05-25,2434.6559
2011-06-01,2441.3829
2011-06-08,2443.8863
2011-06-15,2438.8234
2011-06-22,2422.3786
2011-06-29,2419.082
2011-07-06,2424.1839
2011-07-13,2436.4864
2011-07-20,2434.3574
2011-07-27,2435.7412
2011-08-03,2435.1478
2011-08-10,2444.9501
2011-08-17,2457.948
2011-08-24,2459.5332
2011-08-31,2459.8013
2011-09-07,2466.5104
2011-09-14,2473.0933
2011-09-21,2469.7223
2011-09-28,2459.7991
2011-10-05,2456.2514
2011-10-12,2463.5973
2011-10-19,2467.8159
2011-10-26,2480.0703
2011-11-02,2486.0821
2011-11-09,2469.3668
2011-11-16,2477.1524
2011-11-23,2497.5403
2011-11-30,2494.6645
2011-12-07,2479.6674
2011-12-14,2493.9993
2011-12-21,2492.0369
2011-12-28,2497.2798
2012-01-04,2517.4446
2012-01-11,2531.6661
2012-01-18,2515.318
2012-01-25,2525.6831
2012-02-01,2539.8763
2012-02-08,2547.4908
2012-02-15,2565.0158
2012-02-22,2572.2696
2012-02-29,2586.1944
2012-03-07,2571.2986
2012-03-14,2577.7174
2012-03-21,2579.3641
2012-03-28,2585.4586
2012-04-04,2608.2333
2012-04-11,2603.569
2012-04-18,2591.3811
2012-04-25,2589.9702
2012-05-02,2590.8197
2012-05-09,2597.1536
2012-05-16,2596.4028
2012-05-23,2608.4492
2012-05-30,2606.22
2012-06-06,2601.9006
2012-06-13,2598.4214
2012-06-20,2592.9082
2012-06-27,2617.7738
2012-07-04,2628.1158
2012-07-11,2643.5993
2012-07-18,2637.2467
2012-07-25,2640.2271
2012-08-01,2649.9484
2012-08-08,2650.2103
2012-08-15,2652.9447
2012-08-22,2657.1275
2012-08-29,2656.0159
2012-09-05,2667.4842
2012-09-12,2667.6679
2012-09-19,2672.6948
2012-09-26,2678.3773
2012-10-03,2675.0972
2012-10-10,2677.4215
2012-10-17,2676.4279
2012-10-24,2680.855
2012-10-31,2680.7261
2012-11-07,2691.1302
2012-11-14,2699.4502
2012-11-21,2703.8444
2012-11-28,2705.2938
2012-12-05,2721.5198
2012-12-12,2730.9613
2012-12-19,2741.0449
2012-12-26,2741.4121
2013-01-02,2729.7905
2013-01-09,2723.8346
2013-01-16,2725.5093
2013-01-23,2732.4699
2013-01-30,2732.9442
2013-02-06,2728.9431
2013-02-13,2732.6359
2013-02-20,2721.402
2013-02-27,2716.7997
2013-03-06,2719.8073
2013-03-13,2723.297
2013-03-20,2714.6464
2013-03-27,2715.3428
2013-04-03,2753.1589
2013-04-10,2751.3028
2013-04-17,2755.8685
2013-04-24,2758.0442
2013-05-01,2754.399
2013-05-08,2747.4336
2013-05-15,2747.3994
2013-05-22,2746.7258
2013-05-29,2737.6227
2013-06-05,2743.4056
2013-06-12,2733.4987
2013-06-19,2736.6654
2013-06-26,2729.1367
2013-07-03,2716.2078
2013-07-10,2703.2081
2013-07-17,2709.9534
2013-07-24,2714.5719
2013-07-31,2713.5686
2013-08-07,2702.1911
2013-08-14,2709.1301
2013-08-21,2698.8402
2013-08-28,2697.7442
2013-09-04,2683.2307
2013-09-11,2688.838
2013-09-18,2697.9338
2013-09-25,2689.7306
2013-10-02,2691.2094
2013-10-09,2695.9676
2013-10-16,2695.8647
2013-10-23,2696.9202
2013-10-30,2694.3068
2013-11-06,2700.0287
2013-11-13,2704.0456
2013-11-20,2712.7653
2013-11-27,2719.6425
2013-12-04,2707.6588
2013-12-11,2715.6025
2013-12-18,2724.6695
2013-12-25,2728.1303
2014-01-01,2729.2972
2014-01-08,2727.5157
2014-01-15,2728.5384
2014-01-22,2730.6541
2014-01-29,2732.9857
2014-02-05,2741.1879
2014-02-12,2742.35
2014-02-19,2751.5105
2014-02-26,2759.1972
2014-03-05,2763.2038
2014-03-12,2774.2288
2014-03-19,2772.4494
2014-03-26,2783.052
2014-04-02,2775.9497
2014-04-09,2780.1773
2014-04-16,2779.2646
2014-04-23,2786.6945
2014-04-30,2785.8058
2014-05-07,2788.3413
2014-05-14,2801.1043
2014-05-21,2802.0249
2014-05-28,2808.9964
2014-06-04,2807.2926
2014-06-11,2812.1854
2014-06-18,2815.6517
2014-06-25,2818.6273
2014-07-02,2845.875
2014-07-09,2849.5414
2014-07-16,2844.4371
2014-07-23,2848.6772
2014-07-30,2851.3695
2014-08-06,2850.2396
2014-08-13,2852.3152
2014-08-20,2846.6998
2014-08-27,2850.4695
2014-09-03,2854.6463
2014-09-10,2867.2484
2014-09-17,2870.4917
2014-09-24,2884.716
2014-10-01,2885.9807
2014-10-08,2889.5422
2014-10-15,2886.9741
2014-10-22,2873.9965
2014-10-29,2867.5082
2014-11-05,2876.445
2014-11-12,2884.3747
2014-11-19,2887.5499
2014-11-26,2897.6895
2014-12-03,2909.9798
2014-12-10,2925.1997
2014-12-17,2927.6723
2014-12-24,2938.9294
2014-12-31,2948.3859
2015-01-07,2951.7034
2015-01-14,2959.3307
2015-01-21,2957.5041
2015-01-28,2959.0614
2015-02-04,2981.7369
2015-02-11,2989.2009
2015-02-18,2985.5835
2015-02-25,2998.1768
2015-03-04,3001.1327
2015-03-11,2999.0945
2015-03-18,3001.1605
2015-03-25,3007.0433
2015-04-01,3012.9662
2015-04-08,3010.6394
2015-04-15,3014.4987
2015-04-22,3024.9702
2015-04-29,3031.74
2015-05-06,3042.726
2015-05-13,3044.2031
2015-05-20,3050.9421
2015-05-27,3052.6713
2015-06-03,3049.101
2015-06-10,3053.194
2015-06-17,3060.8439
2015-06-24,3056.9339
2015-07-01,3042.8626
2015-07-08,3037.0856
2015-07-15,3042.4201
2015-07-22,3044.2862
2015-07-29,3042.6657
2015-08-05,3064.6791
2015-08-12,3056.1897
2015-08-19,3062.3359
2015-08-26,3051.9376
2015-09-02,3053.432
2015-09-09,3057.3677
2015-09-16,3038.8003
2015-09-23,3044.1571
2015-09-30,3055.0983
2015-10-07,3050.3507
2015-10-14,3061.7945
2015-10-21,3057.0804
2015-10-28,3062.1363
2015-11-04,3072.8047
2015-11-11,3074.5553
2015-11-18,3085.6042
2015-11-25,3090.0416
2015-12-02,3095.0646
2015-12-09,3112.3392
2015-12-16,3114.0413
2015-12-23,3110.7253
2015-12-30,3108.9654
2016-01-06,3114.592
2016-01-13,3114.2048
2016-01-20,3118.9003
2016-01-27,3116.811
2016-02-03,3131.6832
2016-02-10,3129.5017
2016-02-17,3121.2662
2016-02-24,3127.795
2016-03-02,3135.1579
2016-03-09,3140.7091
2016-03-16,3139.1282
2016-03-23,3146.0299
2016-03-30,3139.9672
2016-04-06,3149.4997
2016-04-13,3165.5876
