DATE,WSWP30
2007-05-18,5.46
2007-05-25,5.57
2007-06-01,5.62
2007-06-08,5.76
2007-06-15,5.96
2007-06-22,5.91
2007-06-29,5.86
2007-07-06,5.87
2007-07-13,5.91
2007-07-20,5.86
2007-07-27,5.78
2007-08-03,5.69
2007-08-10,5.67
2007-08-17,5.70
2007-08-24,5.61
2007-08-31,5.47
2007-09-07,5.40
2007-09-14,5.30
2007-09-21,5.44
2007-09-28,5.48
2007-10-05,5.42
2007-10-12,5.48
2007-10-19,5.43
2007-10-26,5.26
2007-11-02,5.27
2007-11-09,5.32
2007-11-16,5.25
2007-11-23,5.17
2007-11-30,4.97
2007-12-07,4.98
2007-12-14,5.18
2007-12-21,5.09
2007-12-28,5.18
2008-01-04,4.95
2008-01-11,4.89
2008-01-18,4.80
2008-01-25,4.73
2008-02-01,4.77
2008-02-08,4.84
2008-02-15,5.00
2008-02-22,5.10
2008-02-29,5.08
2008-03-07,4.99
2008-03-14,4.88
2008-03-21,4.58
2008-03-28,4.66
2008-04-04,4.72
2008-04-11,4.69
2008-04-18,4.85
2008-04-25,4.88
2008-05-02,4.87
2008-05-09,4.91
2008-05-16,4.87
2008-05-23,4.90
2008-05-30,5.08
2008-06-06,5.10
2008-06-13,5.14
2008-06-20,5.18
2008-06-27,5.11
2008-07-04,4.99
2008-07-11,4.95
2008-07-18,4.99
2008-07-25,5.11
2008-08-01,5.04
2008-08-08,5.07
2008-08-15,4.99
2008-08-22,4.91
2008-08-29,4.83
2008-09-05,4.72
2008-09-12,4.59
2008-09-19,4.51
2008-09-26,4.80
2008-10-03,4.54
2008-10-10,4.28
2008-10-17,4.41
2008-10-24,4.21
2008-10-31,4.20
2008-11-07,4.32
2008-11-14,4.14
2008-11-21,3.61
2008-11-28,3.21
2008-12-05,2.82
2008-12-12,2.74
2008-12-19,2.53
2008-12-26,2.68
2009-01-02,2.72
2009-01-09,2.99
2009-01-16,2.72
2009-01-23,2.96
2009-01-30,3.21
2009-02-06,3.38
2009-02-13,3.31
2009-02-20,3.23
2009-02-27,3.29
2009-03-06,3.34
2009-03-13,3.32
2009-03-20,3.36
2009-03-27,3.38
2009-04-03,3.27
2009-04-10,3.44
2009-04-17,3.38
2009-04-24,3.42
2009-05-01,3.55
2009-05-08,3.72
2009-05-15,3.71
2009-05-22,3.81
2009-05-29,4.23
2009-06-05,4.38
2009-06-12,4.49
2009-06-19,4.32
2009-06-26,4.26
2009-07-03,4.18
2009-07-10,4.07
2009-07-17,4.16
2009-07-24,4.27
2009-07-31,4.35
2009-08-07,4.41
2009-08-14,4.38
2009-08-21,4.18
2009-08-28,4.17
2009-09-04,4.09
2009-09-11,4.10
2009-09-18,4.11
2009-09-25,4.10
2009-10-02,3.89
2009-10-09,3.94
2009-10-16,4.13
2009-10-23,4.14
2009-10-30,4.23
2009-11-06,4.25
2009-11-13,4.25
2009-11-20,4.15
2009-11-27,4.14
2009-12-04,4.13
2009-12-11,4.28
2009-12-18,4.32
2009-12-25,4.47
2010-01-01,4.55
2010-01-08,4.52
2010-01-15,4.50
2010-01-22,4.44
2010-01-29,4.44
2010-02-05,4.45
2010-02-12,4.44
2010-02-19,4.56
2010-02-26,4.49
2010-03-05,4.44
2010-03-12,4.52
2010-03-19,4.46
2010-03-26,4.45
2010-04-02,4.57
2010-04-09,4.61
2010-04-16,4.49
2010-04-23,4.46
2010-04-30,4.40
2010-05-07,4.18
2010-05-14,4.24
2010-05-21,4.01
2010-05-28,3.96
2010-06-04,4.05
2010-06-11,3.97
2010-06-18,4.00
2010-06-25,3.90
2010-07-02,3.75
2010-07-09,3.77
2010-07-16,3.80
2010-07-23,3.71
2010-07-30,3.79
2010-08-06,3.74
2010-08-13,3.60
2010-08-20,3.31
2010-08-27,3.23
2010-09-03,3.31
2010-09-10,3.40
2010-09-17,3.51
2010-09-24,3.44
2010-10-01,3.33
2010-10-08,3.34
2010-10-15,3.47
2010-10-22,3.54
2010-10-29,3.62
2010-11-05,3.67
2010-11-12,3.82
2010-11-19,3.97
2010-11-26,3.89
2010-12-03,3.91
2010-12-10,4.07
2010-12-17,4.26
2010-12-24,4.14
2010-12-31,4.21
2011-01-07,4.24
2011-01-14,4.21
2011-01-21,4.30
2011-01-28,4.29
2011-02-04,4.38
2011-02-11,4.50
2011-02-18,4.44
2011-02-25,4.33
2011-03-04,4.33
2011-03-11,4.37
2011-03-18,4.23
2011-03-25,4.21
2011-04-01,4.30
2011-04-08,4.33
2011-04-15,4.33
2011-04-22,4.22
2011-04-29,4.20
2011-05-06,4.10
2011-05-13,4.07
2011-05-20,4.04
2011-05-27,4.01
2011-06-03,3.96
2011-06-10,3.97
2011-06-17,3.96
2011-06-24,3.92
2011-07-01,4.01
2011-07-08,4.06
2011-07-15,3.92
2011-07-22,3.93
2011-07-29,3.92
2011-08-05,3.60
2011-08-12,3.34
2011-08-19,3.22
2011-08-26,3.15
2011-09-02,3.19
2011-09-09,3.02
2011-09-16,3.01
2011-09-23,2.81
2011-09-30,2.79
2011-10-07,2.67
2011-10-14,2.91
2011-10-21,2.96
2011-10-28,3.03
2011-11-04,2.88
2011-11-11,2.82
2011-11-18,2.80
2011-11-25,2.64
2011-12-02,2.75
2011-12-09,2.75
2011-12-16,2.69
2011-12-23,2.66
2011-12-30,2.67
2012-01-06,2.71
2012-01-13,2.70
2012-01-20,2.70
2012-01-27,2.84
2012-02-03,2.72
2012-02-10,2.84
2012-02-17,2.78
2012-02-24,2.84
2012-03-02,2.78
2012-03-09,2.82
2012-03-16,3.00
2012-03-23,3.09
2012-03-30,3.01
2012-04-06,3.01
2012-04-13,2.87
2012-04-20,2.84
2012-04-27,2.83
2012-05-04,2.83
2012-05-11,2.76
2012-05-18,2.60
2012-05-25,2.55
2012-06-01,2.42
2012-06-08,2.41
2012-06-15,2.48
2012-06-22,2.45
2012-06-29,2.44
2012-07-06,2.46
2012-07-13,2.36
2012-07-20,2.33
2012-07-27,2.29
2012-08-03,2.38
2012-08-10,2.51
2012-08-17,2.63
2012-08-24,2.63
2012-08-31,2.52
2012-09-07,2.52
2012-09-14,2.70
2012-09-21,2.72
2012-09-28,2.61
2012-10-05,2.64
2012-10-12,2.69
2012-10-19,2.69
2012-10-26,2.69
2012-11-02,2.63
2012-11-09,2.57
2012-11-16,2.47
2012-11-23,2.56
2012-11-30,2.55
2012-12-07,2.56
2012-12-14,2.64
2012-12-21,2.74
2012-12-28,2.73
2013-01-04,2.85
2013-01-11,2.88
2013-01-18,2.83
2013-01-25,2.87
2013-02-01,3.00
2013-02-08,3.02
2013-02-15,3.03
2013-02-22,3.03
2013-03-01,2.95
2013-03-08,3.00
2013-03-15,3.09
2013-03-22,3.02
2013-03-29,3.00
2013-04-05,2.92
2013-04-12,2.88
2013-04-19,2.81
2013-04-26,2.82
2013-05-03,2.80
2013-05-10,2.94
2013-05-17,3.05
2013-05-24,3.09
2013-05-31,3.21
2013-06-07,3.21
2013-06-14,3.24
2013-06-21,3.29
2013-06-28,3.50
2013-07-05,3.49
2013-07-12,3.63
2013-07-19,3.57
2013-07-26,3.59
2013-08-02,3.66
2013-08-09,3.67
2013-08-16,3.72
2013-08-23,3.84
2013-08-30,3.74
2013-09-06,3.84
2013-09-13,3.86
2013-09-20,3.80
2013-09-27,3.67
2013-10-04,3.67
2013-10-11,3.68
2013-10-18,3.70
2013-10-25,3.58
2013-11-01,3.59
2013-11-08,3.71
2013-11-15,3.76
2013-11-22,3.71
2013-11-29,3.74
2013-12-06,3.80
2013-12-13,3.78
2013-12-20,3.81
2013-12-27,3.85
2014-01-03,3.89
2014-01-10,3.86
2014-01-17,3.78
2014-01-24,3.70
2014-01-31,3.64
2014-02-07,3.62
2014-02-14,3.68
2014-02-21,3.68
2014-02-28,3.62
2014-03-07,3.62
2014-03-14,3.63
2014-03-21,3.61
2014-03-28,3.54
2014-04-04,3.59
2014-04-11,3.53
2014-04-18,3.47
2014-04-25,3.47
2014-05-02,3.45
2014-05-09,3.39
2014-05-16,3.36
2014-05-23,3.35
2014-05-30,3.29
2014-06-06,3.40
2014-06-13,3.42
2014-06-20,3.39
2014-06-27,3.35
2014-07-04,3.38
2014-07-11,3.35
2014-07-18,3.31
2014-07-25,3.24
2014-08-01,3.25
2014-08-08,3.24
2014-08-15,3.19
2014-08-22,3.18
2014-08-29,3.10
2014-09-05,3.16
2014-09-12,3.24
2014-09-19,3.34
2014-09-26,3.24
2014-10-03,3.15
2014-10-10,3.07
2014-10-17,2.92
2014-10-24,2.99
2014-10-31,3.03
2014-11-07,3.05
2014-11-14,3.03
2014-11-21,3.02
2014-11-28,2.95
2014-12-05,2.94
2014-12-12,2.82
2014-12-19,2.72
2014-12-26,2.77
2015-01-02,2.69
2015-01-09,2.52
2015-01-16,2.40
2015-01-23,2.33
2015-01-30,2.26
2015-02-06,2.30
2015-02-13,2.47
2015-02-20,2.59
2015-02-27,2.52
2015-03-06,2.61
2015-03-13,2.59
2015-03-20,2.43
2015-03-27,2.36
2015-04-03,2.37
2015-04-10,2.40
2015-04-17,2.38
2015-04-24,2.37
2015-05-01,2.51
2015-05-08,2.67
2015-05-15,2.75
2015-05-22,2.74
2015-05-29,2.65
2015-06-05,2.79
2015-06-12,2.92
2015-06-19,2.86
2015-06-26,2.95
2015-07-03,2.96
2015-07-10,2.89
2015-07-17,2.95
2015-07-24,2.85
2015-07-31,2.76
2015-08-07,2.70
2015-08-14,2.64
2015-08-21,2.62
2015-08-28,2.62
2015-09-04,2.69
2015-09-11,2.69
2015-09-18,2.74
2015-09-25,2.67
2015-10-02,2.53
2015-10-09,2.57
2015-10-16,2.52
2015-10-23,2.54
2015-10-30,2.52
2015-11-06,2.59
2015-11-13,2.68
2015-11-20,2.59
2015-11-27,2.54
2015-12-04,2.56
2015-12-11,2.59
2015-12-18,2.62
2015-12-25,2.62
2016-01-01,2.62
2016-01-08,2.55
2016-01-15,2.41
2016-01-22,2.32
2016-01-29,2.32
2016-02-05,2.25
2016-02-12,2.10
2016-02-19,2.14
2016-02-26,2.08
2016-03-04,2.15
2016-03-11,2.17
2016-03-18,2.21
2016-03-25,2.19
2016-04-01,2.17
2016-04-08,2.10
2016-04-15,2.12
2016-04-22,2.17
2016-04-29,2.25
2016-05-06,2.18
2016-05-13,2.11
2016-05-20,2.13
2016-05-27,2.16
2016-06-03,2.12
2016-06-10,2.02
2016-06-17,1.93
2016-06-24,2.01
2016-07-01,1.81
2016-07-08,1.73
2016-07-15,1.78
2016-07-22,1.86
2016-07-29,1.81
2016-08-05,1.81
2016-08-12,1.78
2016-08-19,1.77
2016-08-26,1.69
2016-09-02,1.71
2016-09-09,1.75
2016-09-16,1.88
2016-09-23,1.84
2016-09-30,1.75
2016-10-07,1.87
2016-10-14,1.95
2016-10-21,1.94
2016-10-28,2.00
