DATE,H8B3092NCBA
2013-08-21,381646.5
2013-08-28,382219.4
2013-09-04,384747.1
2013-09-11,398106.3
2013-09-18,397778.7
2013-09-25,387016.9
2013-10-02,383362.3
2013-10-09,387237.3
2013-10-16,388589.5
2013-10-23,384789.1
2013-10-30,371116.2
2013-11-06,382537.1
2013-11-13,389630.3
2013-11-20,370427.6
2013-11-27,373805.0
2013-12-04,365010.1
2013-12-11,375396.9
2013-12-18,362621.7
2013-12-25,365558.5
2014-01-01,379783.8
2014-01-08,375188.5
2014-01-15,376727.9
2014-01-22,364403.0
2014-01-29,372209.8
2014-02-05,376290.2
2014-02-12,383533.0
2014-02-19,382898.1
2014-02-26,372437.8
2014-03-05,386939.5
2014-03-12,388755.1
2014-03-19,391206.1
2014-03-26,395501.1
2014-04-02,399898.7
2014-04-09,403431.5
2014-04-16,406453.4
2014-04-23,398076.9
2014-04-30,394734.9
2014-05-07,399956.6
2014-05-14,412632.2
2014-05-21,405259.1
2014-05-28,413952.3
2014-06-04,412670.9
2014-06-11,418329.5
2014-06-18,408587.7
2014-06-25,418027.5
2014-07-02,428083.0
2014-07-09,428377.4
2014-07-16,431676.7
2014-07-23,431164.2
2014-07-30,432481.8
2014-08-06,413363.8
2014-08-13,405850.7
2014-08-20,409147.5
2014-08-27,410930.1
2014-09-03,403434.1
2014-09-10,402631.6
2014-09-17,402447.1
2014-09-24,405328.8
2014-10-01,418672.1
2014-10-08,409169.8
2014-10-15,399047.9
2014-10-22,406687.4
2014-10-29,403878.0
2014-11-05,407672.4
2014-11-12,409298.7
2014-11-19,396095.6
2014-11-26,428445.5
2014-12-03,399194.6
2014-12-10,382615.5
2014-12-17,380051.8
2014-12-24,393218.7
2014-12-31,392391.5
2015-01-07,403628.6
2015-01-14,404847.6
2015-01-21,416853.4
2015-01-28,427394.3
2015-02-04,425492.9
2015-02-11,405519.9
2015-02-18,409158.2
2015-02-25,427212.4
2015-03-04,413479.7
2015-03-11,404094.0
2015-03-18,404229.0
2015-03-25,422560.8
2015-04-01,434010.1
2015-04-08,424890.7
2015-04-15,423864.5
2015-04-22,443077.4
2015-04-29,425849.7
2015-05-06,423338.7
2015-05-13,406063.6
2015-05-20,417798.5
2015-05-27,419967.9
2015-06-03,403952.7
2015-06-10,395446.9
2015-06-17,397011.7
2015-06-24,417575.0
2015-07-01,415985.3
2015-07-08,424883.0
2015-07-15,418812.9
2015-07-22,429530.4
2015-07-29,416501.5
2015-08-05,407066.0
2015-08-12,397362.3
2015-08-19,395443.1
2015-08-26,412103.6
2015-09-02,400234.4
2015-09-09,387963.1
2015-09-16,373654.0
2015-09-23,402590.5
2015-09-30,408954.7
2015-10-07,392612.9
2015-10-14,388603.7
2015-10-21,407035.6
2015-10-28,408814.4
2015-11-04,406248.4
2015-11-11,392198.9
2015-11-18,399032.7
2015-11-25,404663.3
2015-12-02,401827.3
2015-12-09,394677.7
2015-12-16,396703.9
2015-12-23,419308.5
2015-12-30,393869.7
2016-01-06,413258.1
2016-01-13,404511.7
2016-01-20,404434.2
2016-01-27,413347.8
2016-02-03,413324.2
2016-02-10,411914.5
2016-02-17,410814.5
2016-02-24,423231.6
2016-03-02,403355.7
2016-03-09,401828.0
2016-03-16,407867.8
2016-03-23,410424.9
2016-03-30,399321.5
2016-04-06,407994.9
2016-04-13,408317.9
2016-04-20,409473.1
2016-04-27,427949.4
2016-05-04,410698.6
2016-05-11,401697.9
2016-05-18,406187.1
2016-05-25,403551.5
2016-06-01,393494.2
2016-06-08,390243.9
2016-06-15,392242.3
2016-06-22,403823.0
2016-06-29,406185.0
2016-07-06,410690.5
2016-07-13,414480.1
2016-07-20,415818.6
2016-07-27,425004.5
2016-08-03,412958.4
2016-08-10,412855.9
2016-08-17,414356.3
2016-08-24,421135.2
2016-08-31,452200.8
2016-09-07,419334.2
2016-09-14,421037.9
2016-09-21,441960.9
2016-09-28,435996.8
2016-10-05,427476.2
2016-10-12,425880.5
2016-10-19,414111.4
2016-10-26,417023.3
2016-11-02,403897.0
2016-11-09,405238.4
2016-11-16,407038.7
2016-11-23,419487.0
2016-11-30,409250.5
2016-12-07,415822.2
2016-12-14,413481.1
2016-12-21,400312.0
2016-12-28,399499.7
2017-01-04,395107.9
2017-01-11,393559.8
2017-01-18,396211.0
2017-01-25,398530.6
2017-02-01,390976.3
2017-02-08,384770.6
2017-02-15,389379.7
2017-02-22,396451.8
2017-03-01,394225.2
2017-03-08,387048.2
2017-03-15,379648.0
2017-03-22,367105.2
2017-03-29,358947.0
2017-04-05,369542.2
2017-04-12,377299.3
2017-04-19,397279.0
2017-04-26,421552.9
2017-05-03,401562.9
2017-05-10,392006.5
2017-05-17,388836.1
2017-05-24,414187.4
2017-05-31,422586.8
2017-06-07,402340.0
2017-06-14,414019.4
2017-06-21,419228.4
2017-06-28,410860.9
2017-07-05,398898.8
2017-07-12,414149.4
2017-07-19,409123.9
2017-07-26,432392.3
2017-08-02,434819.4
2017-08-09,422285.7
2017-08-16,421735.6
2017-08-23,434052.1
2017-08-30,430926.8
2017-09-06,432531.4
2017-09-13,441084.1
2017-09-20,440269.4
2017-09-27,434467.4
2017-10-04,434278.2
2017-10-11,435629.0
2017-10-18,446809.5
2017-10-25,452107.7
2017-11-01,436304.2
2017-11-08,458213.9
2017-11-15,456998.5
2017-11-22,450742.3
2017-11-29,443419.5
2017-12-06,444440.4
2017-12-13,458412.3
2017-12-20,464623.5
2017-12-27,454092.9
2018-01-03,463702.0
2018-01-10,451435.8
2018-01-17,472959.9
2018-01-24,476001.1
2018-01-31,459867.4
2018-02-07,468782.9
2018-02-14,466574.4
2018-02-21,470515.5
2018-02-28,485637.7
2018-03-07,471450.1
2018-03-14,499367.0
2018-03-21,513898.2
2018-03-28,493886.7
2018-04-04,491719.6
2018-04-11,492181.1
2018-04-18,491481.8
2018-04-25,484650.8
2018-05-02,506426.7
2018-05-09,527699.4
2018-05-16,535316.4
2018-05-23,509652.3
2018-05-30,523730.6
2018-06-06,526526.4
2018-06-13,512081.9
2018-06-20,514302.5
2018-06-27,514063.8
2018-07-04,535304.8
2018-07-11,515241.7
2018-07-18,513100.3
2018-07-25,538085.8
2018-08-01,513288.4
2018-08-08,516378.9
2018-08-15,560798.0
2018-08-22,550047.6
2018-08-29,525787.7
2018-09-05,535299.0
2018-09-12,542938.8
2018-09-19,537868.7
2018-09-26,543218.8
2018-10-03,556338.3
2018-10-10,545622.1
2018-10-17,564412.0
2018-10-24,549612.5
2018-10-31,599213.9
2018-11-07,560975.1
2018-11-14,607050.5
2018-11-21,609669.8
2018-11-28,622693.5
2018-12-05,678905.0
2018-12-12,663466.9
2018-12-19,670795.8
2018-12-26,696541.8
2019-01-02,678528.1
2019-01-09,668691.6
2019-01-16,699051.2
2019-01-23,675870.4
2019-01-30,680821.8
2019-02-06,660327.7
2019-02-13,710571.3
2019-02-20,691181.3
2019-02-27,682992.1
2019-03-06,682239.8
2019-03-13,693065.0
2019-03-20,722458.3
2019-03-27,757407.1
2019-04-03,794804.5
2019-04-10,773548.4
2019-04-17,765836.5
2019-04-24,741587.9
2019-05-01,793097.7
2019-05-08,775504.9
2019-05-15,809989.7
2019-05-22,767653.4
2019-05-29,766051.3
2019-06-05,819477.6
2019-06-12,816369.4
2019-06-19,814157.8
2019-06-26,798200.1
2019-07-03,836719.7
2019-07-10,816961.5
2019-07-17,840140.9
2019-07-24,812907.1
2019-07-31,798634.5
2019-08-07,829044.3
2019-08-14,801653.4
2019-08-21,791938.3
2019-08-28,779231.0
2019-09-04,823570.0
2019-09-11,834630.7
2019-09-18,786900.1
2019-09-25,781502.7
2019-10-02,786283.9
2019-10-09,800775.2
2019-10-16,835796.2
2019-10-23,805260.1
2019-10-30,759530.5
2019-11-06,787197.7
2019-11-13,777818.6
2019-11-20,769445.4
2019-11-27,756189.1
2019-12-04,749864.0
2019-12-11,726498.1
2019-12-18,751856.3
2019-12-25,751781.0
2020-01-01,730516.2
2020-01-08,752979.5
2020-01-15,746174.7
2020-01-22,730648.8
2020-01-29,768287.0
2020-02-05,773065.4
2020-02-12,751735.2
2020-02-19,793413.0
2020-02-26,781710.1
2020-03-04,853144.5
2020-03-11,822938.3
2020-03-18,753870.0
2020-03-25,703098.5
2020-04-01,660261.4
2020-04-08,675150.0
2020-04-15,696459.2
2020-04-22,687377.4
2020-04-29,675619.5
2020-05-06,697838.4
2020-05-13,689636.8
2020-05-20,666389.1
2020-05-27,673194.4
2020-06-03,697781.0
2020-06-10,742141.5
2020-06-17,769642.4
2020-06-24,809421.3
2020-07-01,901458.9
2020-07-08,941791.9
2020-07-15,970487.2
2020-07-22,915832.1
2020-07-29,888751.1
2020-08-05,879174.1
2020-08-12,853491.2
2020-08-19,832846.2
2020-08-26,808433.0
2020-09-02,824469.6
2020-09-09,835442.9
2020-09-16,854189.6
2020-09-23,841473.3
2020-09-30,837690.6
2020-10-07,852817.0
2020-10-14,818577.5
2020-10-21,800134.0
2020-10-28,836638.9
2020-11-04,840888.3
2020-11-11,844848.7
2020-11-18,803664.5
2020-11-25,845708.2
2020-12-02,818669.2
2020-12-09,838533.6
2020-12-16,844721.8
2020-12-23,806556.0
2020-12-30,831984.9
2021-01-06,869169.6
2021-01-13,827879.6
2021-01-20,773331.3
2021-01-27,742239.3
2021-02-03,738774.8
2021-02-10,755507.0
2021-02-17,688947.8
2021-02-24,664042.8
2021-03-03,603862.5
2021-03-10,593981.9
2021-03-17,568464.9
2021-03-24,596287.3
2021-03-31,628766.4
2021-04-07,646563.5
2021-04-14,636450.1
2021-04-21,644975.8
2021-04-28,627457.1
2021-05-05,616427.2
2021-05-12,605281.7
2021-05-19,617448.6
2021-05-26,644096.9
2021-06-02,623729.7
2021-06-09,626888.8
2021-06-16,629396.0
2021-06-23,630143.0
2021-06-30,592695.2
2021-07-07,579982.4
2021-07-14,597799.7
2021-07-21,597495.9
2021-07-28,609581.5
2021-08-04,614862.6
2021-08-11,598018.7
2021-08-18,591393.9
2021-08-25,609053.6
2021-09-01,602244.6
2021-09-08,599602.6
2021-09-15,606086.0
2021-09-22,617798.8
2021-09-29,597981.8
2021-10-06,610376.1
2021-10-13,597667.0
2021-10-20,606507.9
2021-10-27,608636.7
2021-11-03,615569.1
2021-11-10,629278.7
2021-11-17,635295.4
2021-11-24,626373.9
2021-12-01,624842.2
2021-12-08,615877.3
2021-12-15,601051.4
2021-12-22,598251.9
2021-12-29,593310.9
2022-01-05,590978.2
2022-01-12,589185.7
2022-01-19,619252.0
2022-01-26,619483.5
2022-02-02,606910.5
2022-02-09,593296.6
2022-02-16,584846.8
2022-02-23,583464.7
2022-03-02,607930.6
2022-03-09,593397.4
2022-03-16,611959.2
2022-03-23,606372.3
2022-03-30,583741.5
2022-04-06,606690.4
2022-04-13,600808.7
2022-04-20,614235.1
